pubid,gender97,ethnic97,hh18_97,psmoke97
7640,1,Non-Hispanic,3,1
7641,1,Non-Hispanic,3,5
7642,1,Non-Hispanic,2,5
7643,1,Non-Hispanic,2,1
7644,2,Non-Hispanic,4,3
7645,1,Non-Hispanic,1,1
7646,2,Non-Hispanic,3,1
7647,2,Non-Hispanic,4,5
7648,1,Non-Hispanic,5,2
7649,1,Non-Hispanic,3,3
7650,2,Non-Hispanic,3,1
7651,1,Non-Hispanic,2,3
7652,2,Hispanic,2,4
7653,2,Non-Hispanic,3,2
7654,2,Non-Hispanic,3,2
7655,2,Non-Hispanic,2,2
7656,1,Non-Hispanic,2,4
7657,2,Non-Hispanic,2,2
7658,1,Non-Hispanic,2,4
7659,2,Non-Hispanic,4,4
7660,1,Non-Hispanic,4,3
7661,1,Non-Hispanic,4,5
7662,2,Non-Hispanic,4,2
7663,1,Non-Hispanic,2,4
7664,1,Non-Hispanic,2,3
7665,2,Hispanic,1,5
7666,2,Non-Hispanic,3,2
7667,1,Non-Hispanic,1,5
7668,2,Non-Hispanic,3,3
7669,1,Non-Hispanic,2,1
7670,1,Non-Hispanic,2,2
7671,2,Non-Hispanic,3,4
7672,1,Non-Hispanic,4,2
7673,1,Non-Hispanic,4,1
7674,1,Hispanic,1,3
7675,1,Hispanic,3,2
7676,1,Hispanic,3,3
7677,1,Hispanic,3,1
7678,1,Non-Hispanic,3,4
7680,1,Hispanic,1,4
7681,2,Hispanic,3,5
7682,2,Hispanic,1,3
7683,2,Hispanic,1,4
7684,2,Non-Hispanic,2,1
7685,2,Non-Hispanic,2,2
7686,2,Non-Hispanic,2,2
7687,2,Non-Hispanic,2,3
7688,2,Non-Hispanic,3,4
7689,2,Non-Hispanic,3,1
7690,2,Hispanic,2,3
7691,1,Hispanic,5,1
7692,2,Non-Hispanic,3,4
7693,1,Non-Hispanic,3,1
7694,2,Non-Hispanic,4,3
7695,2,Non-Hispanic,4,1
7696,1,Non-Hispanic,4,4
7697,2,Non-Hispanic,4,5
7698,2,Non-Hispanic,1,4
7699,1,Non-Hispanic,4,2
7700,1,Non-Hispanic,4,.b
7701,2,Non-Hispanic,4,2
7702,2,Hispanic,4,2
7703,1,Hispanic,2,1
7704,1,Hispanic,2,4
7705,2,Hispanic,2,2
7706,1,Hispanic,1,1
7707,2,Non-Hispanic,2,1
7708,2,Non-Hispanic,2,3
7709,2,Non-Hispanic,4,.b
7710,1,Non-Hispanic,1,2
7711,2,Non-Hispanic,4,3
7712,1,Non-Hispanic,1,4
7713,2,Non-Hispanic,1,4
7714,1,Non-Hispanic,4,2
7715,2,Non-Hispanic,4,5
7716,2,Non-Hispanic,4,2
7717,2,Non-Hispanic,1,5
7718,1,Non-Hispanic,3,4
7719,2,Non-Hispanic,4,3
7720,2,Non-Hispanic,4,5
7721,1,Non-Hispanic,2,3
7722,1,Non-Hispanic,3,5
7723,1,Non-Hispanic,3,1
7724,2,Non-Hispanic,3,2
7725,1,Non-Hispanic,4,4
7726,1,Non-Hispanic,4,2
7727,1,Non-Hispanic,5,3
7728,2,Non-Hispanic,5,1
7729,1,Non-Hispanic,4,1
7730,2,Non-Hispanic,4,1
7731,1,Non-Hispanic,6,2
7732,2,Non-Hispanic,6,4
7733,1,Non-Hispanic,4,5
7734,2,Non-Hispanic,4,3
7735,1,Non-Hispanic,4,1
7736,2,Non-Hispanic,2,1
7737,1,Non-Hispanic,1,1
7738,2,Non-Hispanic,4,1
7739,1,Non-Hispanic,4,1
7740,2,Non-Hispanic,2,3
7741,2,Non-Hispanic,1,1
7742,1,Non-Hispanic,4,1
7743,2,Non-Hispanic,4,3
7744,1,Non-Hispanic,2,2
7745,1,Non-Hispanic,6,4
7746,1,Non-Hispanic,6,2
7747,1,Non-Hispanic,3,4
7748,1,Non-Hispanic,3,1
7749,1,Non-Hispanic,3,1
7750,1,Non-Hispanic,5,1
7751,1,Non-Hispanic,5,1
7752,1,Non-Hispanic,5,1
7753,1,Non-Hispanic,3,4
7755,1,Non-Hispanic,4,2
7756,2,Non-Hispanic,4,3
7757,1,Non-Hispanic,3,2
7758,2,Non-Hispanic,2,3
7759,1,Non-Hispanic,3,3
7760,1,Non-Hispanic,4,3
7761,1,Non-Hispanic,4,4
7762,2,Non-Hispanic,4,4
7763,1,Non-Hispanic,4,4
7764,2,Non-Hispanic,2,1
7765,2,Non-Hispanic,6,3
7766,2,Non-Hispanic,6,2
7767,2,Non-Hispanic,2,2
7768,1,Non-Hispanic,3,3
7769,2,Non-Hispanic,3,5
7770,2,Non-Hispanic,3,2
7771,1,Non-Hispanic,3,4
7772,1,Non-Hispanic,1,3
7773,2,Non-Hispanic,2,3
7774,2,Non-Hispanic,2,4
7775,1,Non-Hispanic,4,5
7776,1,Non-Hispanic,4,3
7777,2,Non-Hispanic,3,5
7778,1,Non-Hispanic,1,4
7779,1,Non-Hispanic,2,3
7780,2,Non-Hispanic,1,3
7781,2,Non-Hispanic,2,1
7782,2,Non-Hispanic,2,2
7783,1,Non-Hispanic,1,3
7784,1,Non-Hispanic,5,5
7785,1,Non-Hispanic,2,2
7786,1,Non-Hispanic,2,3
7787,2,Non-Hispanic,2,2
7788,1,Non-Hispanic,1,5
7789,1,Non-Hispanic,2,1
7790,1,Non-Hispanic,1,4
7791,1,Non-Hispanic,1,4
7792,2,Non-Hispanic,4,1
7793,2,Non-Hispanic,4,1
7794,2,Non-Hispanic,1,4
7795,2,Non-Hispanic,1,5
7796,1,Non-Hispanic,7,2
7797,1,Non-Hispanic,7,3
7798,2,Non-Hispanic,7,5
7799,1,Non-Hispanic,7,3
7800,1,Non-Hispanic,1,2
7801,2,Non-Hispanic,5,5
7802,1,Non-Hispanic,5,3
7803,1,Non-Hispanic,5,2
7804,2,Non-Hispanic,5,2
7805,1,Non-Hispanic,1,4
7806,1,Non-Hispanic,2,2
7807,1,Non-Hispanic,3,2
7808,1,Non-Hispanic,4,1
7809,2,Non-Hispanic,3,4
7810,1,Non-Hispanic,2,1
7811,2,Non-Hispanic,3,1
7812,1,Non-Hispanic,3,1
7813,2,Non-Hispanic,3,1
7814,2,Non-Hispanic,7,1
7815,2,Non-Hispanic,7,2
7816,2,Non-Hispanic,4,4
7817,2,Non-Hispanic,4,4
7818,1,Non-Hispanic,5,4
7819,2,Non-Hispanic,4,4
7820,1,Non-Hispanic,4,1
7821,1,Non-Hispanic,4,2
7822,1,Non-Hispanic,4,1
7823,2,Non-Hispanic,1,3
7824,2,Non-Hispanic,3,4
7825,1,Non-Hispanic,1,1
7826,2,Non-Hispanic,2,4
7827,1,Non-Hispanic,2,2
7828,2,Non-Hispanic,1,3
7829,2,Non-Hispanic,2,2
7830,2,Non-Hispanic,2,5
7831,1,Non-Hispanic,2,4
7832,1,Non-Hispanic,1,2
7833,1,Non-Hispanic,1,5
7834,1,Non-Hispanic,3,4
7835,1,Non-Hispanic,3,2
7836,2,Non-Hispanic,2,3
7837,2,Non-Hispanic,1,3
7838,1,Non-Hispanic,4,4
7839,1,Non-Hispanic,1,4
7840,2,Non-Hispanic,1,4
7841,2,Non-Hispanic,2,3
7842,2,Non-Hispanic,2,2
7843,2,Non-Hispanic,2,1
7844,2,Non-Hispanic,2,5
7845,1,Non-Hispanic,3,5
7846,2,Non-Hispanic,4,4
7847,1,Non-Hispanic,4,4
7848,1,Non-Hispanic,4,1
7849,1,Non-Hispanic,1,3
7850,1,Non-Hispanic,4,1
7851,2,Non-Hispanic,2,4
7852,2,Non-Hispanic,2,1
7853,2,Hispanic,3,3
7854,1,Hispanic,3,3
7855,1,Hispanic,2,2
7856,2,Hispanic,2,2
7857,2,Non-Hispanic,1,5
7858,2,Non-Hispanic,4,3
7859,1,Non-Hispanic,4,2
7860,1,Non-Hispanic,3,2
7861,1,Non-Hispanic,3,2
7862,1,Non-Hispanic,1,5
7863,2,Non-Hispanic,4,5
7864,1,Non-Hispanic,4,2
7865,1,Non-Hispanic,4,3
7866,1,Non-Hispanic,4,2
7867,1,Non-Hispanic,4,3
7868,2,Non-Hispanic,1,1
7869,1,Non-Hispanic,2,3
7870,2,Non-Hispanic,3,2
7871,2,Non-Hispanic,1,5
7872,2,Non-Hispanic,3,3
7873,2,Non-Hispanic,2,3
7874,2,Non-Hispanic,2,2
7875,1,Non-Hispanic,1,3
7876,1,Non-Hispanic,3,1
7877,2,Hispanic,3,3
7878,2,Hispanic,3,3
7879,1,Hispanic,3,2
7880,2,Non-Hispanic,5,5
7881,1,Non-Hispanic,1,4
7882,1,Non-Hispanic,1,3
7883,1,Non-Hispanic,2,2
7884,1,Non-Hispanic,2,2
7885,1,Non-Hispanic,5,3
7886,2,Non-Hispanic,5,5
7887,2,Non-Hispanic,2,5
7888,2,Non-Hispanic,2,2
7889,1,Non-Hispanic,2,3
7890,1,Non-Hispanic,2,5
7891,1,Non-Hispanic,4,2
7892,2,Non-Hispanic,4,4
7893,1,Non-Hispanic,5,4
7894,1,Non-Hispanic,2,4
7895,2,Non-Hispanic,5,3
7896,2,Non-Hispanic,5,4
7897,1,Non-Hispanic,5,2
7898,1,Non-Hispanic,5,4
7899,2,Non-Hispanic,1,1
7900,1,Non-Hispanic,6,3
7901,2,Non-Hispanic,3,3
7902,1,Non-Hispanic,3,3
7903,2,Non-Hispanic,2,5
7904,2,Non-Hispanic,2,2
7905,1,Non-Hispanic,2,1
7906,2,Non-Hispanic,2,2
7907,2,Non-Hispanic,1,4
7908,2,Non-Hispanic,4,2
7909,2,Non-Hispanic,4,2
7910,1,Non-Hispanic,4,4
7911,2,Non-Hispanic,4,4
7912,1,Non-Hispanic,4,3
7913,1,Non-Hispanic,8,4
7914,1,Non-Hispanic,8,5
7915,1,Non-Hispanic,6,1
7916,1,Non-Hispanic,3,4
7917,1,Non-Hispanic,3,4
7918,2,Non-Hispanic,1,3
7919,1,Non-Hispanic,3,2
7920,2,Non-Hispanic,3,3
7921,1,Non-Hispanic,4,4
7923,2,Hispanic,3,2
7924,2,Hispanic,3,3
7925,2,Hispanic,3,4
7926,2,Hispanic,1,1
7927,2,Non-Hispanic,3,1
7928,1,Non-Hispanic,2,5
7929,1,Non-Hispanic,3,1
7930,1,Non-Hispanic,3,2
7931,2,Non-Hispanic,2,1
7932,2,Non-Hispanic,1,1
7933,1,Non-Hispanic,4,3
7934,1,Non-Hispanic,4,1
7935,1,Non-Hispanic,1,1
7936,1,Non-Hispanic,1,1
7937,2,Non-Hispanic,2,1
7938,2,Non-Hispanic,1,.b
7939,2,Non-Hispanic,3,3
7940,1,Non-Hispanic,2,1
7941,2,Non-Hispanic,1,4
7942,2,Non-Hispanic,2,5
7943,1,Non-Hispanic,2,4
7944,1,Non-Hispanic,2,1
7945,2,Non-Hispanic,2,3
7946,2,Non-Hispanic,3,2
7947,2,Non-Hispanic,3,5
7948,1,Non-Hispanic,3,1
7949,1,Non-Hispanic,2,3
7950,2,Non-Hispanic,3,4
7951,2,Non-Hispanic,3,1
7952,1,Non-Hispanic,5,1
7953,1,Non-Hispanic,2,3
7954,2,Non-Hispanic,4,3
7955,1,Non-Hispanic,2,5
7956,1,Non-Hispanic,2,2
7958,2,Non-Hispanic,2,5
7959,2,Non-Hispanic,1,3
7960,2,Non-Hispanic,2,2
7961,2,Non-Hispanic,1,1
7962,2,Non-Hispanic,3,2
7963,1,Non-Hispanic,2,4
7964,2,Non-Hispanic,2,1
7965,1,Non-Hispanic,1,1
7966,2,Non-Hispanic,2,1
7967,1,Non-Hispanic,1,1
7968,1,Hispanic,2,1
7969,1,Non-Hispanic,5,3
7970,1,Non-Hispanic,1,4
7971,1,Non-Hispanic,1,3
7972,1,Non-Hispanic,3,2
7973,1,Non-Hispanic,3,2
7974,1,Non-Hispanic,1,4
7975,1,Non-Hispanic,3,2
7977,2,Hispanic,2,4
7978,2,Non-Hispanic,4,5
7979,2,Non-Hispanic,2,5
7980,2,Non-Hispanic,2,3
7981,1,Non-Hispanic,2,3
7982,1,Non-Hispanic,4,4
7983,1,Non-Hispanic,3,5
7984,1,Non-Hispanic,3,1
7985,2,Non-Hispanic,3,1
7986,2,Non-Hispanic,4,2
7987,2,Non-Hispanic,4,1
7988,1,Non-Hispanic,4,1
7989,2,Non-Hispanic,3,2
7990,1,Non-Hispanic,1,5
7991,1,Non-Hispanic,3,2
7992,2,Non-Hispanic,3,2
7993,1,Non-Hispanic,2,1
7994,1,Non-Hispanic,2,1
7995,2,Non-Hispanic,2,1
7996,2,Non-Hispanic,2,1
7997,1,Non-Hispanic,3,2
7998,1,Non-Hispanic,3,1
7999,2,Non-Hispanic,5,5
8000,2,Non-Hispanic,3,5
8001,1,Non-Hispanic,3,3
8002,1,Non-Hispanic,2,1
8003,1,Non-Hispanic,2,3
8004,1,Non-Hispanic,2,1
8005,1,Non-Hispanic,1,3
8006,2,Non-Hispanic,2,1
8007,2,Non-Hispanic,3,4
8008,2,Non-Hispanic,3,3
8009,2,Non-Hispanic,3,2
8010,2,Non-Hispanic,1,3
8011,2,Non-Hispanic,2,5
8012,2,Non-Hispanic,1,4
8013,2,Non-Hispanic,2,1
8014,2,Non-Hispanic,4,5
8015,1,Non-Hispanic,4,5
8016,1,Non-Hispanic,3,5
8017,2,Non-Hispanic,3,2
8018,2,Non-Hispanic,5,5
8019,2,Non-Hispanic,5,3
8020,2,Non-Hispanic,5,2
8021,2,Non-Hispanic,5,4
8022,2,Non-Hispanic,1,1
8023,2,Non-Hispanic,2,1
8024,2,Non-Hispanic,2,1
8025,1,Non-Hispanic,2,4
8026,1,Non-Hispanic,1,1
8027,2,Non-Hispanic,4,5
8028,1,Non-Hispanic,3,3
8029,1,Non-Hispanic,3,1
8030,2,Non-Hispanic,2,1
8031,1,Non-Hispanic,8,2
8032,1,Non-Hispanic,8,3
8033,2,Non-Hispanic,8,1
8034,1,Non-Hispanic,2,3
8035,1,Non-Hispanic,2,4
8036,1,Non-Hispanic,1,5
8037,2,Non-Hispanic,1,3
8038,1,Non-Hispanic,3,1
8039,2,Non-Hispanic,1,5
8040,1,Non-Hispanic,1,1
8041,1,Non-Hispanic,1,3
8042,1,Non-Hispanic,1,4
8043,1,Non-Hispanic,2,4
8044,2,Non-Hispanic,2,2
8045,1,Non-Hispanic,2,5
8046,1,Non-Hispanic,4,1
8047,1,Non-Hispanic,4,1
8048,2,Non-Hispanic,4,2
8049,1,Non-Hispanic,1,4
8050,1,Non-Hispanic,3,2
8051,1,Non-Hispanic,2,5
8052,1,Non-Hispanic,3,2
8053,1,Non-Hispanic,3,1
8054,2,Non-Hispanic,3,2
8055,1,Non-Hispanic,2,2
8056,2,Non-Hispanic,2,1
8057,1,Non-Hispanic,2,2
8058,1,Non-Hispanic,3,2
8059,1,Non-Hispanic,1,4
8060,2,Non-Hispanic,3,4
8061,2,Non-Hispanic,1,1
8062,1,Hispanic,1,4
8063,1,Non-Hispanic,4,1
8064,2,Non-Hispanic,4,3
8065,1,Non-Hispanic,1,2
8066,2,Non-Hispanic,2,2
8067,2,Non-Hispanic,2,1
8068,2,Non-Hispanic,2,2
8069,2,Non-Hispanic,1,4
8070,2,Non-Hispanic,3,2
8071,1,Non-Hispanic,3,4
8072,1,Non-Hispanic,2,4
8073,1,Non-Hispanic,2,2
8074,2,Non-Hispanic,1,3
8075,2,Non-Hispanic,4,1
8076,1,Non-Hispanic,4,3
8077,1,Non-Hispanic,1,1
8078,1,Non-Hispanic,3,4
8079,2,Non-Hispanic,2,4
8080,2,Non-Hispanic,2,4
8081,2,Non-Hispanic,2,2
8082,2,Non-Hispanic,2,3
8083,2,Hispanic,2,1
8084,2,Non-Hispanic,3,1
8085,2,Non-Hispanic,3,4
8086,2,Non-Hispanic,2,3
8087,1,Hispanic,2,1
8088,1,Non-Hispanic,3,3
8089,2,Non-Hispanic,4,1
8090,1,Non-Hispanic,1,1
8091,2,Hispanic,4,4
8092,2,Hispanic,5,3
8093,2,Hispanic,5,1
8094,1,Hispanic,5,2
8095,2,Hispanic,2,5
8096,2,Non-Hispanic,3,2
8097,2,Non-Hispanic,3,3
8098,2,Non-Hispanic,3,3
8099,1,Non-Hispanic,2,2
8100,1,Hispanic,1,.b
8101,1,Hispanic,4,1
8102,1,Hispanic,2,4
8103,2,Hispanic,1,1
8104,1,Non-Hispanic,3,1
8105,1,Hispanic,2,3
8106,2,Hispanic,2,5
8107,2,Hispanic,1,2
8108,1,Hispanic,2,2
8109,1,Hispanic,1,1
8110,1,Hispanic,4,1
8111,2,Hispanic,4,1
8112,2,Hispanic,1,1
8113,2,Hispanic,2,4
8114,2,Hispanic,2,4
8115,2,Hispanic,2,1
8116,2,Hispanic,2,4
8117,2,Non-Hispanic,4,1
8118,2,Non-Hispanic,1,1
8119,2,Non-Hispanic,1,5
8120,2,Non-Hispanic,1,3
8121,2,Non-Hispanic,1,4
8122,2,Non-Hispanic,4,3
8123,2,Non-Hispanic,4,4
8124,1,Non-Hispanic,2,5
8125,2,Non-Hispanic,2,4
8126,1,Non-Hispanic,1,3
8127,2,Non-Hispanic,2,2
8128,2,Non-Hispanic,3,3
8129,1,Non-Hispanic,1,5
8130,1,Hispanic,3,2
8131,2,Hispanic,1,5
8132,1,Hispanic,3,2
8133,2,Hispanic,3,1
8134,2,Hispanic,2,1
8135,1,Hispanic,2,3
8136,1,Hispanic,2,2
8137,1,Hispanic,4,3
8138,1,Hispanic,4,3
8139,2,Hispanic,4,2
8140,2,Non-Hispanic,1,4
8141,2,Non-Hispanic,2,2
8142,1,Hispanic,5,3
8143,2,Hispanic,5,1
8144,2,Hispanic,5,2
8145,1,Non-Hispanic,1,2
8146,2,Non-Hispanic,1,1
8147,2,Non-Hispanic,2,2
8148,1,Non-Hispanic,1,5
8149,1,Non-Hispanic,2,3
8150,1,Non-Hispanic,2,4
8151,1,Non-Hispanic,2,4
8152,1,Non-Hispanic,3,1
8153,1,Non-Hispanic,3,1
8154,1,Non-Hispanic,1,2
8155,2,Hispanic,1,1
8156,1,Hispanic,2,5
8157,1,Hispanic,2,5
8158,1,Hispanic,1,2
8159,1,Hispanic,1,4
8160,1,Hispanic,3,1
8161,1,Hispanic,3,1
8162,1,Hispanic,2,1
8163,2,Hispanic,5,3
8164,1,Hispanic,3,4
8165,1,Non-Hispanic,2,2
8166,1,Non-Hispanic,2,3
8167,2,Hispanic,3,3
8168,1,Hispanic,2,2
8169,1,Hispanic,4,1
8170,2,Hispanic,1,1
8171,1,Hispanic,2,1
8172,1,Hispanic,3,3
8173,1,Hispanic,5,5
8174,1,Hispanic,2,4
8175,2,Hispanic,2,3
8176,2,Hispanic,1,4
8177,1,Hispanic,2,2
8178,2,Hispanic,3,3
8179,1,Hispanic,3,2
8180,1,Hispanic,3,3
8181,1,Hispanic,1,5
8182,2,Hispanic,1,4
8183,2,Hispanic,1,3
8184,2,Hispanic,3,4
8185,2,Hispanic,2,4
8186,1,Hispanic,2,2
8187,1,Hispanic,2,1
8188,2,Hispanic,2,1
8189,2,Hispanic,3,3
8190,1,Hispanic,1,2
8191,1,Hispanic,2,.b
8192,1,Hispanic,2,2
8193,1,Hispanic,2,2
8194,1,Hispanic,4,3
8195,2,Hispanic,4,4
8196,1,Hispanic,2,2
8197,1,Hispanic,2,3
8198,1,Hispanic,2,2
8199,1,Hispanic,3,1
8200,1,Hispanic,4,1
8201,2,Hispanic,4,3
8202,2,Hispanic,4,3
8203,2,Hispanic,3,1
8204,2,Hispanic,2,4
8205,2,Hispanic,2,5
8206,1,Hispanic,1,5
8207,2,Hispanic,1,5
8208,2,Hispanic,4,5
8209,1,Hispanic,4,2
8210,2,Hispanic,4,2
8211,2,Hispanic,4,3
8212,2,Hispanic,1,2
8213,1,Hispanic,1,4
8214,1,Hispanic,2,1
8215,2,Non-Hispanic,2,1
8216,1,Non-Hispanic,3,2
8217,2,Non-Hispanic,3,2
8218,2,Non-Hispanic,3,1
8219,2,Non-Hispanic,1,4
8220,1,Non-Hispanic,1,1
8221,1,Non-Hispanic,4,.b
8222,1,Non-Hispanic,3,2
8223,1,Hispanic,2,4
8224,1,Hispanic,4,3
8225,2,Hispanic,2,4
8226,2,Non-Hispanic,2,5
8227,1,Non-Hispanic,2,2
8228,1,Non-Hispanic,3,4
8229,1,Non-Hispanic,3,1
8230,2,Hispanic,2,2
8231,1,Hispanic,2,4
8232,2,Non-Hispanic,2,5
8233,2,Hispanic,3,3
8234,1,Hispanic,3,2
8235,2,Hispanic,3,3
8236,1,Non-Hispanic,2,3
8237,2,Non-Hispanic,2,1
8238,1,Non-Hispanic,1,4
8239,2,Hispanic,1,5
8240,2,Non-Hispanic,2,4
8241,1,Hispanic,4,2
8242,2,Hispanic,4,3
8243,1,Non-Hispanic,2,1
8244,2,Non-Hispanic,1,4
8245,2,Non-Hispanic,2,3
8246,1,Non-Hispanic,2,5
8247,1,Non-Hispanic,3,4
8248,2,Hispanic,4,4
8249,2,Non-Hispanic,4,4
8250,1,Non-Hispanic,4,2
8251,2,Non-Hispanic,4,5
8252,1,Non-Hispanic,4,3
8253,1,Non-Hispanic,1,1
8254,2,Non-Hispanic,1,4
8255,2,Non-Hispanic,1,4
8256,2,Non-Hispanic,1,5
8257,2,Non-Hispanic,1,4
8258,2,Non-Hispanic,2,2
8259,2,Non-Hispanic,2,3
8260,1,Non-Hispanic,2,1
8261,1,Non-Hispanic,2,2
8262,1,Non-Hispanic,1,3
8263,1,Non-Hispanic,1,3
8264,2,Non-Hispanic,1,4
8265,2,Non-Hispanic,1,4
8266,1,Non-Hispanic,2,3
8267,1,Non-Hispanic,2,3
8268,1,Non-Hispanic,6,5
8269,1,Non-Hispanic,6,4
8270,1,Non-Hispanic,6,5
8271,2,Non-Hispanic,6,2
8272,2,Non-Hispanic,4,2
8273,2,Non-Hispanic,2,3
8274,1,Non-Hispanic,3,4
8275,1,Non-Hispanic,2,3
8276,2,Non-Hispanic,2,5
8277,2,Non-Hispanic,2,1
8278,1,Non-Hispanic,4,4
8279,1,Non-Hispanic,2,3
8280,1,Non-Hispanic,2,3
8281,2,Non-Hispanic,1,4
8282,1,Non-Hispanic,1,3
8283,2,Non-Hispanic,2,5
8284,1,Non-Hispanic,2,1
8285,1,Non-Hispanic,2,2
8286,2,Non-Hispanic,3,4
8287,1,Non-Hispanic,2,2
8288,2,Non-Hispanic,2,5
8289,2,Non-Hispanic,2,5
8290,2,Non-Hispanic,2,4
8291,1,Non-Hispanic,1,1
8292,2,Non-Hispanic,1,2
8293,2,Non-Hispanic,3,2
8294,1,Non-Hispanic,1,4
8295,1,Non-Hispanic,2,4
8296,2,Non-Hispanic,2,4
8297,2,Non-Hispanic,2,4
8298,1,Non-Hispanic,2,5
8299,2,Non-Hispanic,5,2
8300,2,Non-Hispanic,5,1
8301,2,Non-Hispanic,5,3
8302,1,Non-Hispanic,1,1
8303,2,Non-Hispanic,3,4
8304,2,Non-Hispanic,3,5
8305,1,Non-Hispanic,3,3
8306,1,Hispanic,1,2
8307,2,Non-Hispanic,1,3
8308,2,Non-Hispanic,1,4
8309,2,Non-Hispanic,5,5
8310,1,Non-Hispanic,1,1
8312,1,Non-Hispanic,3,3
8313,1,Non-Hispanic,3,2
8314,2,Non-Hispanic,2,4
8315,2,Non-Hispanic,1,5
8316,1,Non-Hispanic,2,4
8317,1,Non-Hispanic,2,1
8318,2,Non-Hispanic,3,5
8319,2,Non-Hispanic,3,2
8320,2,Non-Hispanic,1,2
8321,1,Non-Hispanic,3,3
8322,1,Non-Hispanic,1,5
8323,2,Non-Hispanic,1,1
8324,1,Non-Hispanic,1,2
8325,2,Non-Hispanic,1,5
8326,1,Non-Hispanic,1,5
8327,2,Non-Hispanic,1,4
8328,1,Non-Hispanic,3,5
8329,2,Non-Hispanic,2,4
8330,1,Hispanic,2,3
8331,2,Hispanic,3,3
8332,1,Non-Hispanic,1,2
8333,1,Hispanic,2,4
8334,2,Non-Hispanic,3,4
8335,2,Non-Hispanic,3,1
8336,2,Non-Hispanic,3,1
8337,2,Non-Hispanic,1,4
8338,1,Non-Hispanic,2,1
8339,1,Non-Hispanic,2,3
8340,1,Non-Hispanic,2,3
8341,2,Non-Hispanic,4,2
8342,2,Non-Hispanic,4,3
8343,2,Non-Hispanic,4,2
8344,1,Non-Hispanic,2,2
8345,2,Non-Hispanic,1,3
8346,1,Non-Hispanic,1,2
8347,1,Non-Hispanic,1,3
8348,1,Non-Hispanic,1,2
8349,1,Non-Hispanic,1,2
8350,1,Hispanic,3,3
8351,2,Hispanic,3,5
8352,1,Non-Hispanic,5,2
8353,1,Non-Hispanic,5,1
8354,1,Non-Hispanic,3,3
8355,1,Non-Hispanic,3,3
8356,2,Non-Hispanic,2,3
8357,2,Non-Hispanic,2,1
8358,2,Non-Hispanic,4,2
8359,1,Hispanic,5,2
8360,1,Hispanic,5,4
8361,1,Hispanic,5,5
8362,2,Non-Hispanic,1,4
8363,2,Hispanic,1,3
8364,2,Hispanic,3,2
8365,2,Non-Hispanic,1,5
8366,2,Non-Hispanic,3,3
8367,2,Hispanic,2,.b
8368,2,Hispanic,3,2
8369,2,Hispanic,3,1
8370,2,Non-Hispanic,2,1
8371,1,Non-Hispanic,4,3
8372,2,Non-Hispanic,4,2
8373,2,Non-Hispanic,2,2
8374,2,Hispanic,4,1
8375,1,Hispanic,4,3
8376,1,Hispanic,1,4
8377,2,Non-Hispanic,4,1
8378,2,Hispanic,1,5
8379,1,Hispanic,4,4
8380,1,Non-Hispanic,2,4
8381,1,Non-Hispanic,1,2
8382,2,Hispanic,4,4
8383,1,Non-Hispanic,1,2
8384,1,Non-Hispanic,2,3
8385,2,Non-Hispanic,2,1
8386,2,Non-Hispanic,2,2
8387,1,Non-Hispanic,1,1
8388,1,Non-Hispanic,2,2
8389,1,Non-Hispanic,2,2
8390,2,Non-Hispanic,2,1
8391,2,Non-Hispanic,2,3
8392,2,Non-Hispanic,1,4
8393,2,Non-Hispanic,3,1
8394,2,Non-Hispanic,3,1
8395,1,Non-Hispanic,1,1
8396,2,Non-Hispanic,4,1
8397,2,Non-Hispanic,4,1
8398,1,Non-Hispanic,4,1
8399,1,Non-Hispanic,2,3
8401,2,Non-Hispanic,1,1
8402,2,Non-Hispanic,3,3
8403,2,Non-Hispanic,6,4
8404,1,Hispanic,2,1
8405,2,Non-Hispanic,2,3
8406,2,Non-Hispanic,5,2
8407,1,Non-Hispanic,3,.b
8408,2,Non-Hispanic,4,2
8409,1,Non-Hispanic,4,3
8410,1,Non-Hispanic,1,5
8411,2,Non-Hispanic,1,1
8412,1,Non-Hispanic,2,3
8413,2,Non-Hispanic,1,2
8414,2,Non-Hispanic,5,4
8415,2,Non-Hispanic,4,3
8416,1,Non-Hispanic,4,1
8417,1,Non-Hispanic,2,3
8418,2,Non-Hispanic,2,2
8419,1,Non-Hispanic,2,1
8420,1,Non-Hispanic,2,3
8421,1,Non-Hispanic,5,4
8422,2,Non-Hispanic,5,5
8423,1,Non-Hispanic,5,3
8424,2,Non-Hispanic,3,2
8425,1,Non-Hispanic,6,3
8426,1,Non-Hispanic,6,1
8427,2,Non-Hispanic,6,1
8428,1,Non-Hispanic,3,5
8429,1,Non-Hispanic,3,2
8430,1,Non-Hispanic,4,5
8431,2,Non-Hispanic,4,2
8432,1,Non-Hispanic,2,2
8433,1,Non-Hispanic,2,1
8434,1,Non-Hispanic,2,1
8435,2,Non-Hispanic,1,1
8436,1,Non-Hispanic,5,1
8437,1,Non-Hispanic,5,1
8438,2,Non-Hispanic,2,4
8439,2,Non-Hispanic,2,3
8440,2,Non-Hispanic,1,3
8441,1,Non-Hispanic,1,5
8442,1,Non-Hispanic,2,5
8443,1,Non-Hispanic,2,4
8444,2,Non-Hispanic,2,1
8445,1,Non-Hispanic,1,3
8446,1,Non-Hispanic,2,4
8447,1,Non-Hispanic,1,2
8448,1,Non-Hispanic,1,3
