pubid,gender97,ethnic97,hh18_97,psmoke97
4376,2,Hispanic,2,4
4377,2,Non-Hispanic,2,4
4378,1,Hispanic,2,2
4379,1,Hispanic,2,1
4380,2,Hispanic,3,2
4381,1,Non-Hispanic,1,2
4382,2,Non-Hispanic,3,2
4383,1,Non-Hispanic,2,2
4384,2,Hispanic,2,4
4385,1,Hispanic,2,3
4386,1,Hispanic,4,3
4387,1,Non-Hispanic,4,4
4388,2,Hispanic,2,4
4389,1,Hispanic,3,3
4390,1,Hispanic,3,5
4391,2,Hispanic,2,4
4392,2,Hispanic,1,3
4393,2,Hispanic,2,4
4394,2,Hispanic,2,1
4395,2,Hispanic,1,1
4396,1,Hispanic,5,1
4397,1,Hispanic,2,1
4398,2,Hispanic,2,1
4399,2,Hispanic,2,3
4400,2,Hispanic,2,4
4401,1,Hispanic,2,4
4402,1,Hispanic,1,3
4403,1,Hispanic,3,4
4404,2,Non-Hispanic,2,4
4405,1,Non-Hispanic,4,2
4406,2,Non-Hispanic,3,3
4407,1,Non-Hispanic,2,1
4408,2,Hispanic,3,2
4409,2,Non-Hispanic,2,1
4410,2,Non-Hispanic,9,2
4411,1,Non-Hispanic,9,1
4412,2,Non-Hispanic,9,1
4413,1,Non-Hispanic,2,1
4414,2,Non-Hispanic,3,1
4415,1,Hispanic,2,3
4416,1,Hispanic,2,2
4417,2,Non-Hispanic,1,3
4418,2,Non-Hispanic,2,3
4419,2,Non-Hispanic,2,1
4420,1,Non-Hispanic,2,4
4421,1,Non-Hispanic,1,3
4422,1,Non-Hispanic,1,3
4423,2,Non-Hispanic,1,1
4424,1,Non-Hispanic,3,1
4425,1,Non-Hispanic,3,4
4426,1,Non-Hispanic,3,1
4427,2,Non-Hispanic,1,3
4428,2,Non-Hispanic,2,1
4429,2,Non-Hispanic,2,4
4430,2,Non-Hispanic,2,3
4431,2,Non-Hispanic,2,2
4432,1,Hispanic,1,2
4433,2,Non-Hispanic,1,2
4434,2,Non-Hispanic,2,2
4435,2,Non-Hispanic,1,2
4436,1,Non-Hispanic,2,2
4437,1,Non-Hispanic,2,2
4438,2,Non-Hispanic,1,4
4439,2,Non-Hispanic,2,1
4440,1,Non-Hispanic,2,2
4441,1,Non-Hispanic,1,1
4442,2,Non-Hispanic,2,1
4443,2,Non-Hispanic,2,4
4444,1,Non-Hispanic,2,4
4445,1,Non-Hispanic,2,2
4446,1,Non-Hispanic,1,3
4447,2,Non-Hispanic,1,.b
4448,1,Non-Hispanic,1,1
4449,2,Hispanic,2,4
4450,1,Non-Hispanic,2,1
4451,1,Non-Hispanic,1,4
4452,2,Non-Hispanic,2,4
4453,1,Non-Hispanic,2,3
4454,1,Hispanic,1,4
4455,1,Non-Hispanic,3,1
4456,1,Non-Hispanic,1,2
4457,1,Hispanic,2,1
4458,1,Non-Hispanic,2,1
4459,2,Non-Hispanic,2,4
4460,1,Non-Hispanic,2,2
4461,2,Hispanic,5,4
4462,2,Hispanic,2,1
4463,1,Non-Hispanic,2,3
4464,1,Non-Hispanic,2,2
4465,2,Non-Hispanic,1,2
4466,1,Non-Hispanic,2,3
4467,2,Non-Hispanic,1,1
4468,1,Non-Hispanic,1,4
4469,2,Non-Hispanic,1,4
4470,2,Non-Hispanic,2,4
4471,2,Non-Hispanic,3,1
4472,1,Non-Hispanic,3,4
4473,2,Non-Hispanic,2,3
4474,2,Hispanic,1,3
4475,1,Non-Hispanic,1,4
4476,2,Non-Hispanic,1,4
4477,1,Non-Hispanic,1,4
4478,2,Non-Hispanic,2,3
4479,1,Non-Hispanic,3,1
4480,2,Hispanic,2,2
4481,1,Hispanic,2,1
4482,1,Hispanic,2,3
4483,1,Hispanic,3,3
4484,1,Non-Hispanic,1,3
4485,1,Hispanic,6,3
4486,1,Hispanic,6,4
4487,2,Non-Hispanic,3,1
4488,2,Non-Hispanic,1,4
4489,1,Hispanic,2,2
4490,2,Hispanic,3,2
4491,1,Hispanic,3,2
4492,1,Hispanic,2,2
4493,2,Hispanic,1,1
4494,1,Hispanic,4,1
4495,2,Hispanic,1,2
4496,2,Hispanic,1,4
4497,1,Hispanic,5,3
4498,1,Hispanic,5,2
4499,2,Hispanic,5,3
4500,1,Hispanic,2,1
4501,2,Hispanic,1,2
4502,1,Hispanic,2,2
4503,1,Hispanic,4,3
4504,2,Hispanic,4,3
4505,1,Non-Hispanic,4,4
4506,1,Non-Hispanic,2,2
4507,1,Non-Hispanic,1,3
4508,2,Non-Hispanic,3,3
4509,1,Non-Hispanic,1,3
4510,2,Hispanic,2,3
4511,1,Hispanic,2,2
4512,2,Non-Hispanic,1,3
4513,1,Non-Hispanic,2,4
4514,1,Non-Hispanic,2,4
4515,1,Hispanic,2,2
4516,1,Hispanic,2,3
4517,2,Non-Hispanic,2,2
4518,1,Non-Hispanic,2,4
4519,1,Non-Hispanic,1,1
4520,1,Hispanic,2,1
4521,2,Hispanic,2,2
4522,1,Non-Hispanic,1,2
4523,2,Hispanic,2,2
4524,2,Hispanic,2,2
4525,1,Non-Hispanic,2,1
4526,1,Non-Hispanic,3,2
4527,1,Non-Hispanic,3,2
4528,1,Non-Hispanic,2,2
4529,2,Non-Hispanic,3,2
4530,1,Non-Hispanic,1,4
4531,2,Non-Hispanic,1,4
4532,2,Non-Hispanic,2,1
4533,1,Non-Hispanic,3,1
4534,2,Non-Hispanic,3,2
4535,1,Non-Hispanic,3,1
4536,2,Non-Hispanic,5,2
4537,1,Non-Hispanic,5,1
4539,2,Non-Hispanic,2,2
4540,1,Non-Hispanic,2,1
4541,2,Non-Hispanic,4,4
4542,2,Non-Hispanic,4,.b
4543,1,Hispanic,2,1
4544,1,Non-Hispanic,3,2
4545,1,Non-Hispanic,2,3
4546,1,Non-Hispanic,1,4
4547,1,Non-Hispanic,2,3
4548,2,Non-Hispanic,2,3
4549,2,Non-Hispanic,2,5
4550,2,Non-Hispanic,4,1
4551,1,Non-Hispanic,5,1
4552,2,Non-Hispanic,3,2
4553,2,Non-Hispanic,3,3
4554,2,Non-Hispanic,3,4
4555,1,Hispanic,2,3
4556,2,Non-Hispanic,1,2
4557,2,Non-Hispanic,3,3
4558,2,Non-Hispanic,1,4
4559,2,Non-Hispanic,3,5
4560,2,Non-Hispanic,3,2
4561,2,Non-Hispanic,2,3
4562,1,Non-Hispanic,2,2
4563,2,Non-Hispanic,2,3
4564,1,Non-Hispanic,2,1
4565,2,Non-Hispanic,1,2
4566,2,Non-Hispanic,1,1
4567,1,Non-Hispanic,1,4
4568,2,Non-Hispanic,3,2
4569,1,Non-Hispanic,2,1
4570,1,Non-Hispanic,2,2
4571,1,Non-Hispanic,2,1
4572,1,Non-Hispanic,1,3
4573,1,Non-Hispanic,2,4
4574,1,Non-Hispanic,2,1
4575,2,Non-Hispanic,1,3
4576,1,Non-Hispanic,3,1
4577,1,Non-Hispanic,3,1
4578,2,Non-Hispanic,1,4
4579,2,Non-Hispanic,5,3
4580,1,Non-Hispanic,5,1
4581,2,Non-Hispanic,2,4
4582,1,Non-Hispanic,2,1
4583,2,Non-Hispanic,1,2
4584,2,Non-Hispanic,2,3
4585,1,Non-Hispanic,2,1
4586,1,Non-Hispanic,2,2
4587,1,Non-Hispanic,2,3
4588,2,Non-Hispanic,4,4
4589,1,Non-Hispanic,4,2
4590,2,Non-Hispanic,2,2
4591,1,Non-Hispanic,1,2
4592,1,Hispanic,1,2
4593,2,Non-Hispanic,2,1
4594,2,.b,3,5
4595,2,Non-Hispanic,2,4
4596,1,Non-Hispanic,2,5
4597,2,Non-Hispanic,2,3
4598,2,Non-Hispanic,2,1
4599,2,Non-Hispanic,2,2
4600,1,Non-Hispanic,1,1
4601,2,Non-Hispanic,2,2
4602,1,Non-Hispanic,2,2
4603,2,Non-Hispanic,1,5
4604,1,Non-Hispanic,2,3
4605,2,Non-Hispanic,2,3
4606,1,Non-Hispanic,2,3
4607,2,Non-Hispanic,2,1
4608,2,Non-Hispanic,1,3
4609,1,Non-Hispanic,5,3
4610,2,Non-Hispanic,1,4
4611,2,Non-Hispanic,4,3
4612,2,Non-Hispanic,4,1
4613,1,Non-Hispanic,3,5
4614,1,Hispanic,1,4
4615,1,Non-Hispanic,1,3
4616,1,Non-Hispanic,3,2
4617,1,Non-Hispanic,7,4
4618,2,Non-Hispanic,7,5
4619,2,Non-Hispanic,2,5
4620,2,Non-Hispanic,3,3
4621,2,Non-Hispanic,1,2
4622,1,Non-Hispanic,2,4
4623,1,Non-Hispanic,2,5
4624,1,Non-Hispanic,2,3
4625,1,Non-Hispanic,3,5
4626,2,Non-Hispanic,1,4
4627,1,Non-Hispanic,1,5
4628,2,Non-Hispanic,1,5
4629,1,Non-Hispanic,2,3
4630,2,Non-Hispanic,2,3
4631,1,.b,1,1
4632,1,Non-Hispanic,3,3
4633,2,Non-Hispanic,2,3
4634,2,Non-Hispanic,3,2
4635,2,Non-Hispanic,3,4
4636,1,Hispanic,2,2
4637,1,Hispanic,5,2
4638,1,Hispanic,5,1
4639,1,Non-Hispanic,2,4
4640,1,Non-Hispanic,2,5
4641,1,Non-Hispanic,3,2
4642,1,Non-Hispanic,3,1
4643,1,Non-Hispanic,2,3
4644,1,Non-Hispanic,2,2
4645,1,Non-Hispanic,2,1
4646,1,Non-Hispanic,2,1
4647,2,Non-Hispanic,2,3
4648,2,Non-Hispanic,2,4
4649,2,Non-Hispanic,1,4
4650,2,Non-Hispanic,7,4
4651,2,Non-Hispanic,7,5
4652,2,Non-Hispanic,2,5
4653,1,Non-Hispanic,2,1
4654,1,Non-Hispanic,2,5
4655,2,Non-Hispanic,3,1
4656,2,Non-Hispanic,3,4
4657,2,Non-Hispanic,3,4
4658,2,Non-Hispanic,3,5
4659,1,Non-Hispanic,3,4
4660,1,Non-Hispanic,1,3
4661,1,Non-Hispanic,1,3
4662,2,Non-Hispanic,1,1
4663,1,Non-Hispanic,1,2
4664,2,Non-Hispanic,1,4
4665,1,Non-Hispanic,2,4
4666,1,Non-Hispanic,2,4
4667,2,Non-Hispanic,2,2
4668,1,Hispanic,3,1
4669,1,Non-Hispanic,1,1
4670,2,Hispanic,3,3
4671,2,Hispanic,3,3
4672,2,Non-Hispanic,3,4
4673,2,Non-Hispanic,3,2
4674,2,Non-Hispanic,2,3
4675,2,Non-Hispanic,2,5
4676,2,Non-Hispanic,2,3
4677,2,Non-Hispanic,2,3
4678,2,Hispanic,6,1
4679,1,Hispanic,6,4
4680,1,Non-Hispanic,1,3
4681,1,Non-Hispanic,3,3
4682,1,Non-Hispanic,1,5
4683,2,.a,2,2
4684,2,.a,2,3
4685,2,Non-Hispanic,1,2
4686,2,Non-Hispanic,2,3
4687,2,Non-Hispanic,3,1
4688,2,Non-Hispanic,3,3
4689,2,Non-Hispanic,3,2
4690,1,Non-Hispanic,2,3
4691,1,Non-Hispanic,2,2
4692,1,Non-Hispanic,1,5
4693,1,Hispanic,2,3
4694,2,Hispanic,2,1
4695,2,Hispanic,1,3
4696,2,Hispanic,2,3
4697,2,Non-Hispanic,2,1
4698,2,Hispanic,5,1
4699,2,Hispanic,5,3
4700,2,Hispanic,5,3
4701,1,Hispanic,4,1
4702,1,Hispanic,3,1
4703,1,Non-Hispanic,4,3
4704,2,Non-Hispanic,2,2
4705,1,Hispanic,5,1
4706,2,Hispanic,3,2
4707,2,Hispanic,3,2
4708,2,Non-Hispanic,2,3
4709,1,Non-Hispanic,2,2
4710,1,Non-Hispanic,3,2
4711,2,Non-Hispanic,3,2
4712,1,Non-Hispanic,2,2
4713,1,Non-Hispanic,2,4
4714,2,Non-Hispanic,2,2
4715,2,Hispanic,1,4
4716,2,Non-Hispanic,3,1
4717,1,Hispanic,2,2
4718,2,Hispanic,2,4
4719,2,Non-Hispanic,1,2
4720,2,Non-Hispanic,2,2
4721,2,Non-Hispanic,2,4
4722,2,Non-Hispanic,2,4
4723,2,Non-Hispanic,2,2
4724,1,Non-Hispanic,2,2
4725,2,Non-Hispanic,3,1
4726,2,Non-Hispanic,1,4
4727,1,Non-Hispanic,1,3
4728,2,Non-Hispanic,2,5
4729,2,Non-Hispanic,2,2
4730,2,Non-Hispanic,1,3
4731,1,Non-Hispanic,4,2
4732,2,Non-Hispanic,4,1
4733,2,Hispanic,2,1
4734,1,Hispanic,3,3
4735,1,Hispanic,1,4
4736,1,Non-Hispanic,3,2
4737,1,Non-Hispanic,2,4
4738,2,Non-Hispanic,3,3
4739,2,Hispanic,3,1
4740,1,Hispanic,4,3
4741,2,Hispanic,4,2
4742,2,Hispanic,3,2
4743,1,Non-Hispanic,2,2
4744,1,Non-Hispanic,3,2
4745,1,Hispanic,3,2
4746,1,Non-Hispanic,3,1
4747,2,Non-Hispanic,1,2
4748,2,Non-Hispanic,1,1
4749,1,Non-Hispanic,1,4
4750,1,Non-Hispanic,1,2
4751,1,Non-Hispanic,5,1
4752,1,Non-Hispanic,2,3
4753,2,Non-Hispanic,2,2
4754,2,Non-Hispanic,4,2
4755,2,Hispanic,1,3
4756,2,Non-Hispanic,3,4
4757,2,Non-Hispanic,3,.b
4758,2,Non-Hispanic,3,4
4759,1,Non-Hispanic,3,3
4760,2,Non-Hispanic,3,1
4761,2,Non-Hispanic,1,3
4762,1,Hispanic,2,1
4763,1,Non-Hispanic,1,2
4764,1,Hispanic,2,3
4765,1,Non-Hispanic,7,2
4766,1,Hispanic,2,4
4767,2,Hispanic,2,2
4768,2,Hispanic,2,4
4769,1,Non-Hispanic,2,2
4770,2,Non-Hispanic,2,4
4771,2,Non-Hispanic,1,2
4772,2,Hispanic,1,1
4773,2,Hispanic,3,3
4774,1,Hispanic,3,1
4775,2,Hispanic,3,3
4776,1,Hispanic,1,2
4777,2,Hispanic,3,4
4778,2,Hispanic,3,4
4779,2,Hispanic,5,5
4780,1,Hispanic,3,2
4781,1,Non-Hispanic,1,3
4782,1,Hispanic,2,2
4783,2,Hispanic,2,2
4784,2,Hispanic,3,1
4785,2,Hispanic,4,1
4786,2,Hispanic,4,1
4787,1,Non-Hispanic,1,2
4788,1,Non-Hispanic,2,3
4789,2,Non-Hispanic,2,3
4790,1,Non-Hispanic,2,3
4791,1,Non-Hispanic,1,3
4792,2,Non-Hispanic,2,2
4793,1,Non-Hispanic,1,3
4794,1,Non-Hispanic,2,3
4795,2,Hispanic,3,2
4796,2,Non-Hispanic,1,3
4797,2,Non-Hispanic,2,2
4798,1,Hispanic,3,1
4799,1,Non-Hispanic,1,2
4800,1,Non-Hispanic,2,2
4801,2,Non-Hispanic,1,3
4802,2,Non-Hispanic,1,2
4803,1,Non-Hispanic,2,1
4804,2,Non-Hispanic,3,4
4805,1,Non-Hispanic,3,1
4806,2,Non-Hispanic,2,2
4807,2,Non-Hispanic,2,4
4808,1,Non-Hispanic,2,2
4809,2,Non-Hispanic,1,2
4810,1,Non-Hispanic,4,3
4811,2,Non-Hispanic,4,2
4812,2,Non-Hispanic,2,1
4813,1,Non-Hispanic,1,3
4814,1,Non-Hispanic,1,1
4815,2,Non-Hispanic,5,1
4816,2,Non-Hispanic,3,3
4817,1,Non-Hispanic,3,4
4818,1,Non-Hispanic,2,1
4819,1,Non-Hispanic,2,.b
4820,1,Non-Hispanic,3,3
4821,2,Non-Hispanic,3,1
4822,2,Non-Hispanic,3,1
4823,2,Non-Hispanic,3,4
4824,1,Non-Hispanic,1,3
4825,2,Non-Hispanic,1,4
4826,1,Non-Hispanic,2,3
4827,1,Non-Hispanic,2,4
4828,2,Non-Hispanic,1,3
4829,2,Non-Hispanic,3,3
4830,1,Non-Hispanic,2,1
4831,1,Non-Hispanic,1,3
4832,1,Non-Hispanic,3,1
4833,1,Non-Hispanic,1,3
4834,2,Non-Hispanic,2,4
4835,1,Non-Hispanic,2,3
4836,1,Non-Hispanic,2,4
4837,2,Non-Hispanic,2,3
4838,2,Non-Hispanic,1,5
4839,1,Non-Hispanic,3,1
4840,1,Non-Hispanic,2,3
4841,2,Non-Hispanic,2,4
4842,2,Non-Hispanic,2,5
4843,2,Non-Hispanic,3,4
4844,1,Non-Hispanic,3,4
4845,1,Non-Hispanic,2,4
4846,2,Non-Hispanic,2,4
4847,1,Non-Hispanic,1,4
4848,1,Non-Hispanic,2,2
4849,1,Non-Hispanic,3,1
4850,2,Non-Hispanic,2,4
4851,1,Non-Hispanic,2,1
4852,2,Non-Hispanic,2,2
4853,1,Non-Hispanic,1,1
4854,2,Non-Hispanic,2,3
4855,2,Non-Hispanic,1,2
4856,2,Hispanic,2,5
4857,2,Hispanic,2,1
4858,2,Non-Hispanic,3,1
4859,2,Non-Hispanic,1,4
4860,2,Non-Hispanic,1,4
4861,1,Non-Hispanic,2,4
4862,2,Non-Hispanic,1,2
4863,1,Non-Hispanic,3,3
4864,1,Non-Hispanic,3,1
4865,2,Non-Hispanic,3,4
4866,1,Non-Hispanic,1,2
4867,2,Non-Hispanic,3,.a
4868,2,Non-Hispanic,3,5
4869,1,Non-Hispanic,2,2
4870,1,Non-Hispanic,2,2
4871,2,Non-Hispanic,2,4
4872,1,Non-Hispanic,2,1
4873,2,Non-Hispanic,4,1
4874,1,Non-Hispanic,4,1
4875,2,Non-Hispanic,3,1
4876,2,Non-Hispanic,5,5
4877,2,Non-Hispanic,5,1
4878,2,Non-Hispanic,1,3
4879,2,Non-Hispanic,1,1
4880,2,Non-Hispanic,4,5
4881,2,Non-Hispanic,1,3
4882,2,Non-Hispanic,2,4
4883,1,Non-Hispanic,3,1
4884,1,Non-Hispanic,1,4
4885,2,Non-Hispanic,2,3
4886,1,Non-Hispanic,2,2
4887,1,Non-Hispanic,2,2
4889,1,Non-Hispanic,2,3
4890,1,Non-Hispanic,4,1
4891,1,Non-Hispanic,1,3
4892,1,Non-Hispanic,1,4
4893,2,Non-Hispanic,2,5
4894,1,Non-Hispanic,2,5
4895,2,Non-Hispanic,2,3
4896,1,Non-Hispanic,1,3
4897,1,Non-Hispanic,1,3
4898,2,Non-Hispanic,1,4
4899,2,Non-Hispanic,1,4
4900,1,Non-Hispanic,1,4
4901,2,Non-Hispanic,2,5
4902,1,Non-Hispanic,2,3
4903,2,Non-Hispanic,3,1
4904,2,Non-Hispanic,3,3
4905,2,Non-Hispanic,2,3
4906,1,Non-Hispanic,3,1
4907,1,Non-Hispanic,3,1
4908,1,Non-Hispanic,4,4
4909,1,Non-Hispanic,4,4
4910,1,Non-Hispanic,4,1
4911,1,Non-Hispanic,2,4
4912,1,Non-Hispanic,2,1
4913,1,Non-Hispanic,3,1
4914,1,Non-Hispanic,3,3
4915,2,Non-Hispanic,2,3
4916,1,Non-Hispanic,2,.b
4917,2,Non-Hispanic,2,5
4918,1,Non-Hispanic,5,1
4919,1,Non-Hispanic,5,1
4920,1,Non-Hispanic,2,2
4921,1,Non-Hispanic,2,2
4922,1,Non-Hispanic,2,1
4923,2,Non-Hispanic,2,3
4924,2,Non-Hispanic,4,1
4925,2,Non-Hispanic,4,1
4926,2,Non-Hispanic,2,4
4927,1,Non-Hispanic,1,2
4928,1,Non-Hispanic,1,2
4929,1,Non-Hispanic,3,3
4930,1,Non-Hispanic,3,2
4931,1,Non-Hispanic,2,2
4932,1,Non-Hispanic,3,4
4933,2,Non-Hispanic,2,4
4934,1,Non-Hispanic,3,1
4935,2,Non-Hispanic,2,1
4936,1,Non-Hispanic,2,4
4937,1,Non-Hispanic,2,2
4938,2,Non-Hispanic,1,1
4939,1,Non-Hispanic,2,2
4940,1,Non-Hispanic,2,3
4941,2,Non-Hispanic,2,1
4942,1,Non-Hispanic,2,4
4943,1,Non-Hispanic,2,3
4944,2,Non-Hispanic,3,2
4945,1,Non-Hispanic,1,3
4946,1,Non-Hispanic,2,5
4947,1,Non-Hispanic,2,4
4948,1,Non-Hispanic,2,5
4949,2,Non-Hispanic,2,1
4950,1,Non-Hispanic,2,5
4951,1,Non-Hispanic,3,2
4952,2,Non-Hispanic,3,2
4953,1,Non-Hispanic,2,2
4954,1,Non-Hispanic,2,2
4955,2,Non-Hispanic,2,5
4956,2,Non-Hispanic,2,1
4957,1,Non-Hispanic,3,1
4958,2,Non-Hispanic,2,3
4959,2,Non-Hispanic,3,2
4960,2,Non-Hispanic,1,4
4961,2,Non-Hispanic,4,4
4962,2,Non-Hispanic,4,5
4963,2,Non-Hispanic,3,5
4964,2,Non-Hispanic,1,2
4965,1,Non-Hispanic,2,4
4966,2,Non-Hispanic,2,3
4967,2,Non-Hispanic,8,2
4968,2,Non-Hispanic,8,3
4969,2,Non-Hispanic,1,3
4970,1,Non-Hispanic,1,3
4971,1,Non-Hispanic,1,2
4972,1,Non-Hispanic,1,4
4973,2,Non-Hispanic,2,4
4974,2,Non-Hispanic,2,4
4975,1,Non-Hispanic,3,1
4976,2,Non-Hispanic,1,3
4977,1,Non-Hispanic,1,1
4978,2,Non-Hispanic,1,1
4979,2,Non-Hispanic,3,1
4980,1,Non-Hispanic,1,2
4981,1,Non-Hispanic,4,3
4982,2,Non-Hispanic,2,3
4983,1,Non-Hispanic,1,2
4984,1,Non-Hispanic,1,3
4985,2,Non-Hispanic,1,2
4986,1,Non-Hispanic,2,4
4987,1,Non-Hispanic,3,2
4988,2,Non-Hispanic,2,3
4989,1,Non-Hispanic,3,2
4990,2,Non-Hispanic,2,3
4991,2,Non-Hispanic,2,1
4992,1,Non-Hispanic,3,2
4993,2,Non-Hispanic,3,4
4994,2,Non-Hispanic,3,4
4995,2,Non-Hispanic,3,3
4996,2,Non-Hispanic,3,2
4997,1,Non-Hispanic,2,2
4998,2,Hispanic,4,2
4999,2,Hispanic,4,4
5000,1,Non-Hispanic,4,4
5001,2,Non-Hispanic,4,4
5002,1,Non-Hispanic,6,3
5003,2,Non-Hispanic,6,1
5004,1,Non-Hispanic,4,3
5005,2,Non-Hispanic,4,2
5006,1,Non-Hispanic,3,1
5007,2,Non-Hispanic,1,1
5008,2,Non-Hispanic,1,1
5009,2,Non-Hispanic,1,4
5010,1,Non-Hispanic,1,3
5011,2,Non-Hispanic,1,3
5012,1,Non-Hispanic,2,3
5013,1,Non-Hispanic,2,3
5014,1,Non-Hispanic,1,2
5015,2,Non-Hispanic,5,1
5016,2,Non-Hispanic,2,3
5017,2,Non-Hispanic,2,2
5018,2,Non-Hispanic,2,2
5019,1,Non-Hispanic,1,3
5020,1,Hispanic,1,2
5021,2,Non-Hispanic,2,3
5022,2,Non-Hispanic,1,1
5023,1,Non-Hispanic,2,4
5024,2,Non-Hispanic,2,2
5025,2,Non-Hispanic,2,3
5026,1,Hispanic,2,2
5027,2,Non-Hispanic,3,2
5028,1,Non-Hispanic,2,3
5029,1,Non-Hispanic,2,1
5030,1,Non-Hispanic,1,2
5031,1,Non-Hispanic,1,3
5032,2,Non-Hispanic,2,4
5033,1,Non-Hispanic,2,1
5034,1,Non-Hispanic,1,4
5035,2,Non-Hispanic,1,3
5036,1,Non-Hispanic,1,4
5037,1,Non-Hispanic,1,3
5038,1,Non-Hispanic,3,1
5039,2,Non-Hispanic,3,2
5040,2,Non-Hispanic,3,4
5041,1,Non-Hispanic,3,1
5042,1,Non-Hispanic,2,3
5043,2,Hispanic,2,2
5044,1,Non-Hispanic,4,4
5045,1,Non-Hispanic,4,4
5046,2,Non-Hispanic,7,1
5047,1,Non-Hispanic,7,4
5048,2,Non-Hispanic,7,5
5049,2,Hispanic,2,4
5050,1,Hispanic,2,1
5051,2,Non-Hispanic,1,1
5052,1,Non-Hispanic,2,1
5053,1,Non-Hispanic,2,2
5054,2,Non-Hispanic,1,4
5055,1,Non-Hispanic,5,1
5056,1,Non-Hispanic,1,4
5057,2,Non-Hispanic,2,2
5058,1,Non-Hispanic,6,3
5059,1,Non-Hispanic,3,3
5060,2,Non-Hispanic,2,4
5061,1,Non-Hispanic,1,2
5062,1,Non-Hispanic,1,1
5063,1,Non-Hispanic,2,4
5064,1,Non-Hispanic,1,5
5065,1,Non-Hispanic,2,4
5066,1,Non-Hispanic,2,3
5067,1,Non-Hispanic,1,1
5068,2,Non-Hispanic,2,3
5069,2,Non-Hispanic,2,4
5070,1,Hispanic,2,1
5071,1,Non-Hispanic,3,3
5072,2,Hispanic,1,3
5073,2,Non-Hispanic,2,3
5074,1,Non-Hispanic,2,2
5075,2,Non-Hispanic,7,1
5076,1,Non-Hispanic,2,4
5077,1,Non-Hispanic,3,2
5078,2,Non-Hispanic,2,1
5079,2,Non-Hispanic,1,2
5080,1,Non-Hispanic,5,3
5081,1,Non-Hispanic,5,5
5082,2,Non-Hispanic,1,4
5083,2,Non-Hispanic,2,3
5084,1,Non-Hispanic,2,2
5085,2,Non-Hispanic,2,2
5086,2,Non-Hispanic,1,4
5087,2,Non-Hispanic,2,4
5088,1,Non-Hispanic,3,2
5089,2,Non-Hispanic,3,1
5090,1,Non-Hispanic,3,1
5091,2,Non-Hispanic,3,2
5092,2,Non-Hispanic,2,4
5093,1,Non-Hispanic,1,5
5094,1,Non-Hispanic,1,4
5095,2,Non-Hispanic,3,1
5096,2,Non-Hispanic,2,3
5097,2,Non-Hispanic,2,2
5098,2,Non-Hispanic,2,1
5099,2,Non-Hispanic,1,3
5100,1,Non-Hispanic,3,1
5101,2,Non-Hispanic,2,3
5102,1,Hispanic,1,5
5103,1,Non-Hispanic,2,3
5104,2,Non-Hispanic,2,1
5105,1,Non-Hispanic,1,3
5106,1,Non-Hispanic,1,4
5107,1,Non-Hispanic,2,2
5108,1,Non-Hispanic,4,1
5109,1,Non-Hispanic,3,4
5110,1,Non-Hispanic,2,3
5111,2,Non-Hispanic,2,4
5112,1,Non-Hispanic,2,3
5113,2,Non-Hispanic,2,4
5114,2,Non-Hispanic,1,2
5115,2,Non-Hispanic,1,4
5116,1,Non-Hispanic,2,4
5117,1,Non-Hispanic,2,4
5118,2,Non-Hispanic,1,3
5119,1,Non-Hispanic,3,4
5120,1,Hispanic,1,5
5121,1,Non-Hispanic,3,2
5122,1,Non-Hispanic,2,2
5123,2,Non-Hispanic,1,2
5124,1,Non-Hispanic,2,2
5125,2,Non-Hispanic,2,1
5126,2,Non-Hispanic,1,1
5127,1,Non-Hispanic,1,1
5128,2,Non-Hispanic,3,2
5129,2,Non-Hispanic,4,1
5130,2,Non-Hispanic,3,3
5131,2,Non-Hispanic,1,2
5132,1,Non-Hispanic,2,1
5133,1,Non-Hispanic,2,2
5134,1,Non-Hispanic,2,1
5135,1,Non-Hispanic,4,2
5136,1,Non-Hispanic,1,3
5137,2,Non-Hispanic,2,4
5138,2,Non-Hispanic,2,3
5139,1,Hispanic,2,2
5140,2,Hispanic,2,2
5141,2,Non-Hispanic,3,2
5142,1,Non-Hispanic,3,1
5143,2,Non-Hispanic,3,1
5144,1,Non-Hispanic,1,3
5145,1,Non-Hispanic,1,2
5146,2,Non-Hispanic,4,2
5147,1,Non-Hispanic,4,1
5148,1,Non-Hispanic,2,5
5149,2,Non-Hispanic,2,4
5150,1,Non-Hispanic,2,3
5151,2,Non-Hispanic,2,1
5152,2,Non-Hispanic,2,4
5153,1,Non-Hispanic,2,2
5154,2,Non-Hispanic,3,4
5155,1,Non-Hispanic,3,1
5156,1,Non-Hispanic,3,1
5157,1,Non-Hispanic,1,2
5158,2,Non-Hispanic,3,3
5159,1,Non-Hispanic,2,2
5160,2,Non-Hispanic,2,3
5161,1,Hispanic,2,4
5162,1,Non-Hispanic,2,3
5163,2,Non-Hispanic,2,2
5164,1,Non-Hispanic,2,3
5165,1,Non-Hispanic,2,2
5166,1,Non-Hispanic,3,3
5167,2,Non-Hispanic,2,3
5170,1,Non-Hispanic,2,2
5171,2,Non-Hispanic,1,2
5172,1,Non-Hispanic,3,3
5173,2,Non-Hispanic,3,2
5174,1,Non-Hispanic,2,1
5175,2,Non-Hispanic,2,1
5176,2,Non-Hispanic,2,1
5177,2,Hispanic,1,4
5178,1,Non-Hispanic,3,4
5179,2,Non-Hispanic,3,1
