year,id,wrkstat,hrs1,marital,sex,pres00,pres04,polviews,happy,health,abany,premarsx,pornlaw
2006,2637,WORKING PARTTIME,19,DIVORCED,MALE,GORE,KERRY,MODERATE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,2638,WORKING FULLTIME,50,DIVORCED,MALE,,KERRY,LIBERAL,,EXCELLENT,,,
2006,2639,WORKING FULLTIME,45,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,EXCELLENT,NO,ALWAYS WRONG,
2006,2640,RETIRED,,MARRIED,FEMALE,BUSH,BUSH,MODERATE,VERY HAPPY,,,SOMETIMES WRONG,ILLEGAL TO ALL
2006,2641,KEEPING HOUSE,,MARRIED,FEMALE,GORE,KERRY,SLIGHTLY LIBERAL,VERY HAPPY,,,SOMETIMES WRONG,ILLEGAL TO ALL
2006,2642,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,,,,GOOD,,,
2006,2643,WORKING FULLTIME,35,DIVORCED,FEMALE,GORE,KERRY,MODERATE,PRETTY HAPPY,GOOD,NO,ALMST ALWAYS WRG,
2006,2644,WORKING FULLTIME,50,MARRIED,MALE,,KERRY,SLGHTLY CONSERVATIVE,,GOOD,,,
2006,2645,WORKING FULLTIME,40,NEVER MARRIED,MALE,NADER,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,EXCELLENT,YES,SOMETIMES WRONG,
2006,2646,WORKING FULLTIME,60,MARRIED,FEMALE,,BUSH,CONSERVATIVE,,FAIR,,,
2006,2647,WORKING FULLTIME,60,MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,,EXCELLENT,,,
2006,2648,WORKING FULLTIME,50,MARRIED,MALE,,BUSH,SLGHTLY CONSERVATIVE,,GOOD,,,
2006,2649,RETIRED,,MARRIED,MALE,GORE,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,2650,KEEPING HOUSE,,MARRIED,FEMALE,,BUSH,MODERATE,VERY HAPPY,GOOD,NO,ALMST ALWAYS WRG,
2006,2651,WORKING FULLTIME,55,MARRIED,FEMALE,GORE,BUSH,SLIGHTLY LIBERAL,PRETTY HAPPY,EXCELLENT,NO,,ILLEGAL TO ALL
2006,2652,KEEPING HOUSE,,MARRIED,FEMALE,,KERRY,MODERATE,,GOOD,,,
2006,2653,WORKING FULLTIME,40,NEVER MARRIED,MALE,,,SLGHTLY CONSERVATIVE,NOT TOO HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,2654,WORKING FULLTIME,40,NEVER MARRIED,MALE,,,EXTRMLY CONSERVATIVE,,GOOD,,,
2006,2655,WORKING FULLTIME,48,NEVER MARRIED,MALE,,,MODERATE,,EXCELLENT,,,
2006,2656,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,KERRY,MODERATE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,2657,WORKING FULLTIME,40,MARRIED,FEMALE,,BUSH,CONSERVATIVE,,GOOD,,,
2006,2658,WORKING FULLTIME,40,MARRIED,FEMALE,BUSH,BUSH,EXTRMLY CONSERVATIVE,VERY HAPPY,FAIR,NO,,ILLEGAL TO ALL
2006,2659,WORKING FULLTIME,40,MARRIED,FEMALE,GORE,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,2660,WORKING FULLTIME,40,NEVER MARRIED,MALE,,,MODERATE,PRETTY HAPPY,EXCELLENT,YES,ALWAYS WRONG,
2006,2661,WORKING FULLTIME,40,DIVORCED,FEMALE,,BUSH,SLGHTLY CONSERVATIVE,,EXCELLENT,,,
2006,2662,WORKING FULLTIME,45,MARRIED,FEMALE,,BUSH,MODERATE,,GOOD,,,
2006,2663,WORKING FULLTIME,32,DIVORCED,MALE,,,CONSERVATIVE,,GOOD,,,
2006,2664,KEEPING HOUSE,,MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,2665,WORKING FULLTIME,40,NEVER MARRIED,MALE,GORE,KERRY,MODERATE,NOT TOO HAPPY,EXCELLENT,YES,,ILLEGAL UNDER 18
2006,2666,SCHOOL,,NEVER MARRIED,FEMALE,,KERRY,CONSERVATIVE,,GOOD,,,
2006,2667,RETIRED,,DIVORCED,FEMALE,,KERRY,SLGHTLY CONSERVATIVE,,EXCELLENT,,,
2006,2668,WORKING FULLTIME,40,NEVER MARRIED,MALE,,BUSH,CONSERVATIVE,,FAIR,,,
2006,2669,WORKING FULLTIME,40,DIVORCED,FEMALE,,KERRY,LIBERAL,PRETTY HAPPY,GOOD,NO,SOMETIMES WRONG,
2006,2670,OTHER,,WIDOWED,FEMALE,,KERRY,EXTREMELY LIBERAL,,POOR,,,
2006,2671,RETIRED,,MARRIED,MALE,GORE,KERRY,SLGHTLY CONSERVATIVE,NOT TOO HAPPY,,,,ILLEGAL TO ALL
2006,2672,WORKING FULLTIME,68,DIVORCED,FEMALE,,,EXTRMLY CONSERVATIVE,PRETTY HAPPY,GOOD,YES,ALMST ALWAYS WRG,
2006,2673,WORKING FULLTIME,40,DIVORCED,MALE,,,CONSERVATIVE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL UNDER 18
2006,2674,WORKING FULLTIME,50,DIVORCED,FEMALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,2675,WORKING FULLTIME,52,MARRIED,MALE,,KERRY,SLIGHTLY LIBERAL,,FAIR,,,
2006,2676,WORKING FULLTIME,36,WIDOWED,FEMALE,,,MODERATE,,GOOD,,,
2006,2677,WORKING FULLTIME,42,MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,PRETTY HAPPY,,,SOMETIMES WRONG,ILLEGAL UNDER 18
2006,2678,KEEPING HOUSE,,MARRIED,FEMALE,BUSH,BUSH,SLIGHTLY LIBERAL,PRETTY HAPPY,,,ALMST ALWAYS WRG,ILLEGAL UNDER 18
2006,2679,WORKING FULLTIME,40,MARRIED,MALE,,,SLGHTLY CONSERVATIVE,,FAIR,,,
2006,2680,WORKING FULLTIME,80,MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,PRETTY HAPPY,,,,ILLEGAL TO ALL
2006,2681,RETIRED,,SEPARATED,MALE,,,,NOT TOO HAPPY,EXCELLENT,NO,,ILLEGAL TO ALL
2006,2682,"UNEMPL, LAID OFF",,MARRIED,FEMALE,,KERRY,MODERATE,,FAIR,,,
2006,2683,WORKING FULLTIME,54,DIVORCED,MALE,GORE,KERRY,CONSERVATIVE,PRETTY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,2684,RETIRED,,MARRIED,FEMALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,FAIR,NO,SOMETIMES WRONG,
2006,2685,WORKING FULLTIME,40,MARRIED,FEMALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,EXCELLENT,NO,ALWAYS WRONG,
2006,2686,OTHER,,MARRIED,FEMALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,POOR,NO,,ILLEGAL TO ALL
2006,2687,WORKING FULLTIME,40,DIVORCED,FEMALE,,,LIBERAL,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,2688,RETIRED,,MARRIED,FEMALE,,KERRY,MODERATE,,GOOD,,,
2006,2689,WORKING FULLTIME,45,MARRIED,MALE,GORE,KERRY,MODERATE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,2690,WORKING FULLTIME,40,MARRIED,FEMALE,,BUSH,SLGHTLY CONSERVATIVE,,EXCELLENT,,,
2006,2691,WORKING FULLTIME,45,NEVER MARRIED,MALE,,BUSH,MODERATE,,GOOD,,,
2006,2692,TEMP NOT WORKING,,MARRIED,MALE,,,SLIGHTLY LIBERAL,,GOOD,,,
2006,2693,KEEPING HOUSE,,MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,POOR,NO,ALWAYS WRONG,
2006,2694,WORKING FULLTIME,34,MARRIED,MALE,,,,,POOR,,,
2006,2695,OTHER,,NEVER MARRIED,MALE,,,MODERATE,,POOR,,,
2006,2696,WORKING FULLTIME,45,MARRIED,FEMALE,,,MODERATE,VERY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,2697,WORKING FULLTIME,40,MARRIED,MALE,,BUSH,SLGHTLY CONSERVATIVE,,FAIR,,,
2006,2698,RETIRED,,MARRIED,MALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,2699,RETIRED,,NEVER MARRIED,MALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,2700,WORKING FULLTIME,40,MARRIED,MALE,,KERRY,CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,2701,WORKING FULLTIME,38,WIDOWED,FEMALE,,,SLGHTLY CONSERVATIVE,PRETTY HAPPY,,,ALMST ALWAYS WRG,ILLEGAL UNDER 18
2006,2702,WORKING FULLTIME,40,MARRIED,MALE,,,,,GOOD,,,
2006,2703,WORKING FULLTIME,45,SEPARATED,MALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,2704,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,,CONSERVATIVE,VERY HAPPY,FAIR,NO,NOT WRONG AT ALL,
2006,2705,KEEPING HOUSE,,DIVORCED,FEMALE,,,,NOT TOO HAPPY,POOR,NO,,ILLEGAL TO ALL
2006,2706,WORKING FULLTIME,40,NEVER MARRIED,MALE,,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,FAIR,NO,,ILLEGAL UNDER 18
2006,2707,OTHER,,WIDOWED,FEMALE,,,SLIGHTLY LIBERAL,,GOOD,,,
2006,2708,WORKING FULLTIME,40,MARRIED,FEMALE,,,,,GOOD,,,
2006,2709,TEMP NOT WORKING,,MARRIED,FEMALE,GORE,KERRY,SLGHTLY CONSERVATIVE,PRETTY HAPPY,EXCELLENT,NO,ALMST ALWAYS WRG,
2006,2710,WORKING FULLTIME,45,MARRIED,MALE,,,CONSERVATIVE,,GOOD,,,
2006,2711,WORKING FULLTIME,40,MARRIED,MALE,GORE,KERRY,LIBERAL,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,2712,WORKING FULLTIME,45,MARRIED,MALE,,BUSH,MODERATE,PRETTY HAPPY,EXCELLENT,NO,,ILLEGAL TO ALL
2006,2713,WORKING FULLTIME,40,MARRIED,FEMALE,,,EXTRMLY CONSERVATIVE,,FAIR,,,
2006,2714,WORKING PARTTIME,15,SEPARATED,FEMALE,,,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,2715,OTHER,,NEVER MARRIED,MALE,,BUSH,SLIGHTLY LIBERAL,,EXCELLENT,,,
2006,2716,KEEPING HOUSE,,MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,NO,NOT WRONG AT ALL,
2006,2717,WORKING FULLTIME,40,MARRIED,FEMALE,,KERRY,MODERATE,PRETTY HAPPY,GOOD,NO,SOMETIMES WRONG,
2006,2718,WORKING FULLTIME,40,MARRIED,MALE,,,LIBERAL,,GOOD,,,
2006,2719,WORKING PARTTIME,40,MARRIED,FEMALE,,BUSH,CONSERVATIVE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,2720,WORKING FULLTIME,45,MARRIED,FEMALE,GORE,KERRY,SLIGHTLY LIBERAL,VERY HAPPY,GOOD,NO,,
2006,2721,RETIRED,,MARRIED,FEMALE,GORE,KERRY,,VERY HAPPY,,,SOMETIMES WRONG,ILLEGAL TO ALL
2006,2722,SCHOOL,,NEVER MARRIED,MALE,,,SLGHTLY CONSERVATIVE,NOT TOO HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,2723,WORKING FULLTIME,65,NEVER MARRIED,MALE,,KERRY,SLIGHTLY LIBERAL,,GOOD,,,
2006,2724,WORKING FULLTIME,50,DIVORCED,MALE,,,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,NO,SOMETIMES WRONG,
2006,2725,WORKING FULLTIME,40,DIVORCED,MALE,,KERRY,SLIGHTLY LIBERAL,,EXCELLENT,,,
2006,2726,WORKING FULLTIME,60,WIDOWED,MALE,,BUSH,LIBERAL,,GOOD,,,
2006,2727,OTHER,,MARRIED,MALE,GORE,KERRY,MODERATE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,2728,WORKING FULLTIME,60,MARRIED,FEMALE,,,MODERATE,,FAIR,,,
2006,2729,WORKING FULLTIME,40,MARRIED,FEMALE,,,SLIGHTLY LIBERAL,,GOOD,,,
2006,2730,OTHER,,MARRIED,MALE,,BUSH,MODERATE,,FAIR,,,
2006,2731,WORKING PARTTIME,30,NEVER MARRIED,MALE,,,,,GOOD,,,
2006,2732,WORKING FULLTIME,40,DIVORCED,MALE,,,EXTREMELY LIBERAL,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL UNDER 18
2006,2733,WORKING FULLTIME,40,DIVORCED,FEMALE,,,EXTRMLY CONSERVATIVE,PRETTY HAPPY,GOOD,YES,ALWAYS WRONG,
2006,2734,WORKING FULLTIME,46,NEVER MARRIED,MALE,,,,PRETTY HAPPY,FAIR,NO,SOMETIMES WRONG,
2006,2735,WORKING FULLTIME,40,MARRIED,MALE,,,SLIGHTLY LIBERAL,PRETTY HAPPY,GOOD,,SOMETIMES WRONG,
2006,2736,WORKING FULLTIME,40,MARRIED,MALE,,,MODERATE,,GOOD,,,
2006,2737,WORKING FULLTIME,32,MARRIED,MALE,,,,PRETTY HAPPY,FAIR,NO,ALMST ALWAYS WRG,
2006,2738,WORKING FULLTIME,40,MARRIED,FEMALE,,,,,GOOD,,,
2006,2739,KEEPING HOUSE,,DIVORCED,FEMALE,,,SLGHTLY CONSERVATIVE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,2740,WORKING FULLTIME,40,SEPARATED,FEMALE,,,MODERATE,,GOOD,,,
2006,2741,WORKING FULLTIME,35,MARRIED,MALE,,,CONSERVATIVE,,EXCELLENT,,,
2006,2742,WORKING FULLTIME,44,MARRIED,MALE,,,LIBERAL,,FAIR,,,
2006,2743,KEEPING HOUSE,,MARRIED,FEMALE,,,MODERATE,NOT TOO HAPPY,GOOD,NO,SOMETIMES WRONG,
2006,2744,WORKING PARTTIME,34,MARRIED,MALE,,,CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,2745,WORKING FULLTIME,40,MARRIED,MALE,,,MODERATE,PRETTY HAPPY,EXCELLENT,NO,NOT WRONG AT ALL,
2006,2746,WORKING FULLTIME,40,MARRIED,MALE,,,MODERATE,NOT TOO HAPPY,GOOD,NO,,LEGAL
2006,2747,WORKING PARTTIME,25,NEVER MARRIED,FEMALE,,,MODERATE,,FAIR,,,
2006,2748,SCHOOL,,DIVORCED,FEMALE,,,SLGHTLY CONSERVATIVE,VERY HAPPY,GOOD,NO,NOT WRONG AT ALL,
2006,2749,KEEPING HOUSE,,MARRIED,FEMALE,,,CONSERVATIVE,PRETTY HAPPY,,,ALMST ALWAYS WRG,ILLEGAL UNDER 18
2006,2750,WORKING FULLTIME,50,MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,2751,WORKING PARTTIME,28,MARRIED,MALE,,,LIBERAL,,GOOD,,,
2006,2752,KEEPING HOUSE,,MARRIED,FEMALE,,,,,GOOD,,,
2006,2753,KEEPING HOUSE,,MARRIED,FEMALE,,,MODERATE,,GOOD,,,
2006,2754,KEEPING HOUSE,,MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,FAIR,NO,,ILLEGAL TO ALL
2006,2755,RETIRED,,DIVORCED,MALE,GORE,KERRY,SLIGHTLY LIBERAL,VERY HAPPY,EXCELLENT,YES,,ILLEGAL UNDER 18
2006,2756,RETIRED,,MARRIED,MALE,,BUSH,MODERATE,,FAIR,,,
2006,2757,WORKING FULLTIME,50,MARRIED,MALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,2758,WORKING FULLTIME,40,MARRIED,MALE,,,MODERATE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,2759,WORKING FULLTIME,70,MARRIED,FEMALE,,BUSH,MODERATE,,EXCELLENT,,,
2006,2760,WORKING FULLTIME,50,NEVER MARRIED,FEMALE,,,SLIGHTLY LIBERAL,PRETTY HAPPY,FAIR,NO,NOT WRONG AT ALL,
2006,2761,WORKING FULLTIME,50,DIVORCED,MALE,,KERRY,MODERATE,,FAIR,,,
2006,2762,WORKING FULLTIME,54,NEVER MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,2763,TEMP NOT WORKING,,MARRIED,MALE,,,MODERATE,PRETTY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,2764,WORKING FULLTIME,40,MARRIED,MALE,BUSH,BUSH,EXTRMLY CONSERVATIVE,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,2765,WORKING FULLTIME,45,MARRIED,MALE,,BUSH,MODERATE,PRETTY HAPPY,EXCELLENT,NO,ALMST ALWAYS WRG,
2006,2766,WORKING FULLTIME,50,MARRIED,MALE,,,SLIGHTLY LIBERAL,,GOOD,,,
2006,2767,"UNEMPL, LAID OFF",,DIVORCED,MALE,,BUSH,SLGHTLY CONSERVATIVE,,POOR,,,
2006,2768,WORKING FULLTIME,40,MARRIED,MALE,,KERRY,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,2769,WORKING FULLTIME,16,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,2770,WORKING FULLTIME,60,MARRIED,MALE,GORE,BUSH,LIBERAL,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,2771,WORKING PARTTIME,20,MARRIED,MALE,,KERRY,MODERATE,,GOOD,,,
2006,2772,SCHOOL,,NEVER MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,FAIR,NO,,LEGAL
2006,2773,WORKING FULLTIME,40,MARRIED,FEMALE,,,,,FAIR,,,
2006,2774,WORKING FULLTIME,58,NEVER MARRIED,MALE,,,MODERATE,PRETTY HAPPY,EXCELLENT,NO,NOT WRONG AT ALL,
2006,2775,WORKING FULLTIME,38,MARRIED,FEMALE,,BUSH,SLGHTLY CONSERVATIVE,,EXCELLENT,,,
2006,2776,WORKING FULLTIME,52,MARRIED,MALE,,,SLGHTLY CONSERVATIVE,,GOOD,,,
2006,2777,WORKING FULLTIME,80,NEVER MARRIED,MALE,,KERRY,MODERATE,NOT TOO HAPPY,FAIR,YES,ALMST ALWAYS WRG,
2006,2778,WORKING FULLTIME,40,MARRIED,MALE,,BUSH,EXTRMLY CONSERVATIVE,,EXCELLENT,,,
2006,2779,WORKING FULLTIME,53,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,2780,WORKING FULLTIME,60,MARRIED,FEMALE,BUSH,BUSH,LIBERAL,VERY HAPPY,EXCELLENT,NO,NOT WRONG AT ALL,
2006,2781,WORKING FULLTIME,46,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,2782,WORKING FULLTIME,40,DIVORCED,FEMALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,2783,KEEPING HOUSE,,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,2784,WORKING FULLTIME,40,MARRIED,FEMALE,,BUSH,CONSERVATIVE,,EXCELLENT,,,
2006,2785,WORKING FULLTIME,50,DIVORCED,MALE,GORE,KERRY,MODERATE,PRETTY HAPPY,EXCELLENT,NO,SOMETIMES WRONG,
2006,2786,WORKING PARTTIME,20,MARRIED,FEMALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,EXCELLENT,NO,ALWAYS WRONG,
2006,2787,WORKING PARTTIME,16,MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,2788,WORKING PARTTIME,16,MARRIED,FEMALE,,,MODERATE,,FAIR,,,
2006,2789,WORKING FULLTIME,40,DIVORCED,MALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,EXCELLENT,NO,,ILLEGAL UNDER 18
2006,2790,WORKING FULLTIME,40,MARRIED,MALE,,,SLIGHTLY LIBERAL,VERY HAPPY,EXCELLENT,NO,,ILLEGAL UNDER 18
2006,2791,WORKING FULLTIME,40,DIVORCED,MALE,,BUSH,CONSERVATIVE,,EXCELLENT,,,
2006,2792,WORKING PARTTIME,35,MARRIED,FEMALE,,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,,,ALMST ALWAYS WRG,ILLEGAL UNDER 18
2006,2793,KEEPING HOUSE,,MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,2794,RETIRED,,DIVORCED,MALE,,,LIBERAL,PRETTY HAPPY,POOR,NO,NOT WRONG AT ALL,
2006,2795,RETIRED,,WIDOWED,FEMALE,BUSH,BUSH,EXTRMLY CONSERVATIVE,NOT TOO HAPPY,FAIR,NO,,ILLEGAL TO ALL
2006,2796,WORKING FULLTIME,42,MARRIED,MALE,BUSH,KERRY,MODERATE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,2797,WORKING PARTTIME,25,MARRIED,FEMALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,EXCELLENT,NO,ALWAYS WRONG,
2006,2798,RETIRED,,WIDOWED,FEMALE,GORE,,SLIGHTLY LIBERAL,NOT TOO HAPPY,FAIR,NO,,ILLEGAL TO ALL
2006,2799,WORKING FULLTIME,50,MARRIED,MALE,,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,,,SOMETIMES WRONG,ILLEGAL UNDER 18
2006,2800,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,GORE,KERRY,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,2801,WORKING FULLTIME,50,MARRIED,MALE,,,MODERATE,VERY HAPPY,EXCELLENT,NO,NOT WRONG AT ALL,
2006,2802,KEEPING HOUSE,,MARRIED,FEMALE,,,MODERATE,,EXCELLENT,,,
2006,2803,WORKING FULLTIME,78,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,EXCELLENT,NO,,ILLEGAL UNDER 18
2006,2804,TEMP NOT WORKING,,MARRIED,FEMALE,,BUSH,MODERATE,PRETTY HAPPY,POOR,NO,ALWAYS WRONG,
2006,2805,WORKING FULLTIME,40,MARRIED,MALE,,BUSH,SLGHTLY CONSERVATIVE,,EXCELLENT,,,
2006,2806,TEMP NOT WORKING,,SEPARATED,FEMALE,,KERRY,MODERATE,,GOOD,,,
2006,2807,WORKING FULLTIME,40,MARRIED,FEMALE,,KERRY,MODERATE,,GOOD,,,
2006,2808,WORKING FULLTIME,40,DIVORCED,MALE,,,MODERATE,,GOOD,,,
2006,2809,RETIRED,,MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,2810,RETIRED,,MARRIED,MALE,GORE,KERRY,MODERATE,VERY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,2811,WORKING FULLTIME,60,MARRIED,MALE,,BUSH,SLGHTLY CONSERVATIVE,,EXCELLENT,,,
2006,2812,RETIRED,,MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,,FAIR,,,
2006,2813,WORKING FULLTIME,55,MARRIED,MALE,,BUSH,EXTRMLY CONSERVATIVE,,GOOD,,,
2006,2814,WORKING FULLTIME,48,MARRIED,FEMALE,,,MODERATE,,GOOD,,,
2006,2815,WORKING FULLTIME,40,MARRIED,FEMALE,,BUSH,EXTRMLY CONSERVATIVE,,EXCELLENT,,,
2006,2816,SCHOOL,,NEVER MARRIED,MALE,,,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,,,ILLEGAL UNDER 18
2006,2817,WORKING FULLTIME,30,MARRIED,MALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,EXCELLENT,YES,,ILLEGAL UNDER 18
2006,2818,WORKING FULLTIME,12,MARRIED,FEMALE,,BUSH,CONSERVATIVE,VERY HAPPY,EXCELLENT,NO,ALWAYS WRONG,
2006,2819,RETIRED,,DIVORCED,MALE,BUSH,BUSH,SLIGHTLY LIBERAL,PRETTY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,2820,WORKING FULLTIME,60,MARRIED,MALE,,,LIBERAL,,GOOD,,,
2006,2821,RETIRED,,NEVER MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,EXCELLENT,NO,NOT WRONG AT ALL,
2006,2822,WORKING PARTTIME,32,MARRIED,FEMALE,,,CONSERVATIVE,,GOOD,,,
2006,2823,WORKING FULLTIME,42,DIVORCED,FEMALE,,BUSH,MODERATE,PRETTY HAPPY,GOOD,NO,,
2006,2824,WORKING FULLTIME,64,MARRIED,FEMALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,FAIR,NO,,ILLEGAL TO ALL
2006,2825,RETIRED,,WIDOWED,FEMALE,,BUSH,MODERATE,,GOOD,,,
2006,2826,WORKING FULLTIME,32,DIVORCED,FEMALE,,,MODERATE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,2827,WORKING FULLTIME,40,MARRIED,FEMALE,BUSH,BUSH,MODERATE,NOT TOO HAPPY,FAIR,YES,ALWAYS WRONG,
2006,2828,WORKING PARTTIME,10,NEVER MARRIED,FEMALE,,,SLIGHTLY LIBERAL,PRETTY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,2829,WORKING FULLTIME,70,MARRIED,MALE,BUSH,BUSH,EXTRMLY CONSERVATIVE,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,2830,WORKING PARTTIME,20,MARRIED,FEMALE,,,SLIGHTLY LIBERAL,PRETTY HAPPY,GOOD,NO,SOMETIMES WRONG,
2006,2831,WORKING PARTTIME,27,MARRIED,MALE,BUSH,BUSH,LIBERAL,PRETTY HAPPY,FAIR,NO,ALMST ALWAYS WRG,
2006,2832,WORKING FULLTIME,40,WIDOWED,FEMALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,2833,WORKING FULLTIME,60,MARRIED,FEMALE,,,CONSERVATIVE,,FAIR,,,
2006,2834,KEEPING HOUSE,,MARRIED,FEMALE,BUSH,BUSH,MODERATE,VERY HAPPY,GOOD,NO,,
2006,2835,RETIRED,,MARRIED,FEMALE,,KERRY,SLGHTLY CONSERVATIVE,,FAIR,,,
