year,id,wrkstat,hrs1,marital,sex,pres00,pres04,polviews,happy,health,abany,premarsx,pornlaw
2006,1028,WORKING FULLTIME,40,MARRIED,MALE,,,SLIGHTLY LIBERAL,VERY HAPPY,GOOD,YES,ALWAYS WRONG,
2006,1029,"UNEMPL, LAID OFF",,NEVER MARRIED,MALE,,,MODERATE,VERY HAPPY,GOOD,YES,SOMETIMES WRONG,
2006,1030,RETIRED,,DIVORCED,FEMALE,,KERRY,MODERATE,PRETTY HAPPY,FAIR,YES,ALMST ALWAYS WRG,
2006,1031,KEEPING HOUSE,,MARRIED,FEMALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,1032,WORKING FULLTIME,60,MARRIED,MALE,,,MODERATE,PRETTY HAPPY,GOOD,NO,NOT WRONG AT ALL,
2006,1033,KEEPING HOUSE,,MARRIED,FEMALE,,KERRY,SLGHTLY CONSERVATIVE,,EXCELLENT,,,
2006,1034,WORKING FULLTIME,40,MARRIED,MALE,,,LIBERAL,NOT TOO HAPPY,,,SOMETIMES WRONG,ILLEGAL UNDER 18
2006,1035,RETIRED,,MARRIED,MALE,,KERRY,MODERATE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,1036,KEEPING HOUSE,,MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,VERY HAPPY,GOOD,NO,SOMETIMES WRONG,
2006,1037,WORKING FULLTIME,75,MARRIED,MALE,GORE,KERRY,CONSERVATIVE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL UNDER 18
2006,1038,WORKING FULLTIME,67,NEVER MARRIED,MALE,,,MODERATE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,1039,KEEPING HOUSE,,MARRIED,FEMALE,,,EXTRMLY CONSERVATIVE,,POOR,,,
2006,1040,WORKING FULLTIME,46,NEVER MARRIED,MALE,,,SLIGHTLY LIBERAL,,EXCELLENT,,,
2006,1041,WORKING FULLTIME,60,MARRIED,MALE,,KERRY,SLIGHTLY LIBERAL,,GOOD,,,
2006,1042,WORKING PARTTIME,40,MARRIED,MALE,,,MODERATE,VERY HAPPY,FAIR,YES,NOT WRONG AT ALL,
2006,1043,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,,,PRETTY HAPPY,,,ALMST ALWAYS WRG,ILLEGAL UNDER 18
2006,1044,WORKING FULLTIME,45,DIVORCED,FEMALE,,BUSH,MODERATE,,FAIR,,,
2006,1045,TEMP NOT WORKING,,MARRIED,FEMALE,,BUSH,SLGHTLY CONSERVATIVE,,EXCELLENT,,,
2006,1046,WORKING FULLTIME,70,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,1047,KEEPING HOUSE,,WIDOWED,FEMALE,,,EXTRMLY CONSERVATIVE,NOT TOO HAPPY,POOR,NO,,ILLEGAL TO ALL
2006,1048,OTHER,,SEPARATED,MALE,,KERRY,CONSERVATIVE,,FAIR,,,
2006,1049,WORKING FULLTIME,40,SEPARATED,FEMALE,,KERRY,EXTREMELY LIBERAL,NOT TOO HAPPY,,,ALWAYS WRONG,ILLEGAL UNDER 18
2006,1050,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,,EXTREMELY LIBERAL,,FAIR,,,
2006,1051,WORKING FULLTIME,84,DIVORCED,FEMALE,GORE,KERRY,LIBERAL,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,1052,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,GORE,KERRY,EXTREMELY LIBERAL,NOT TOO HAPPY,,,ALWAYS WRONG,LEGAL
2006,1053,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,,LIBERAL,,FAIR,,,
2006,1054,"UNEMPL, LAID OFF",,SEPARATED,FEMALE,,,MODERATE,,GOOD,,,
2006,1055,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,PRETTY HAPPY,,,SOMETIMES WRONG,ILLEGAL UNDER 18
2006,1056,WORKING FULLTIME,40,MARRIED,MALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,1057,WORKING FULLTIME,40,MARRIED,MALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,,,SOMETIMES WRONG,ILLEGAL UNDER 18
2006,1058,TEMP NOT WORKING,,MARRIED,FEMALE,,BUSH,CONSERVATIVE,,EXCELLENT,,,
2006,1059,WORKING PARTTIME,29,MARRIED,FEMALE,,,CONSERVATIVE,,EXCELLENT,,,
2006,1060,WORKING FULLTIME,25,DIVORCED,FEMALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,1061,WORKING FULLTIME,50,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,GOOD,YES,SOMETIMES WRONG,
2006,1062,SCHOOL,,NEVER MARRIED,MALE,,BUSH,EXTRMLY CONSERVATIVE,,EXCELLENT,,,
2006,1063,WORKING FULLTIME,40,MARRIED,FEMALE,,BUSH,CONSERVATIVE,,EXCELLENT,,,
2006,1064,WORKING FULLTIME,60,MARRIED,MALE,,BUSH,CONSERVATIVE,,GOOD,,,
2006,1065,RETIRED,,NEVER MARRIED,FEMALE,,,,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,1066,WORKING FULLTIME,50,MARRIED,MALE,,KERRY,EXTREMELY LIBERAL,,EXCELLENT,,,
2006,1067,WORKING FULLTIME,20,NEVER MARRIED,MALE,,BUSH,EXTREMELY LIBERAL,,EXCELLENT,,,
2006,1068,"UNEMPL, LAID OFF",,NEVER MARRIED,FEMALE,,KERRY,LIBERAL,,FAIR,,,
2006,1069,WORKING FULLTIME,42,SEPARATED,MALE,,,MODERATE,NOT TOO HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,1070,OTHER,,MARRIED,FEMALE,,,,,EXCELLENT,,,
2006,1071,WORKING PARTTIME,29,NEVER MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,,EXCELLENT,,,
2006,1072,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,,,PRETTY HAPPY,FAIR,YES,,ILLEGAL UNDER 18
2006,1073,WORKING FULLTIME,53,NEVER MARRIED,FEMALE,,KERRY,EXTREMELY LIBERAL,VERY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,1074,WORKING FULLTIME,40,NEVER MARRIED,MALE,GORE,KERRY,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1075,OTHER,,NEVER MARRIED,FEMALE,GORE,KERRY,SLGHTLY CONSERVATIVE,PRETTY HAPPY,FAIR,NO,,ILLEGAL TO ALL
2006,1076,WORKING FULLTIME,65,DIVORCED,MALE,,KERRY,EXTREMELY LIBERAL,,EXCELLENT,,,
2006,1077,KEEPING HOUSE,,MARRIED,FEMALE,GORE,KERRY,LIBERAL,NOT TOO HAPPY,,,SOMETIMES WRONG,ILLEGAL UNDER 18
2006,1078,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,,KERRY,SLIGHTLY LIBERAL,,EXCELLENT,,,
2006,1079,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,NADER,KERRY,EXTREMELY LIBERAL,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1080,WORKING FULLTIME,37,MARRIED,MALE,,,MODERATE,,FAIR,,,
2006,1081,WORKING FULLTIME,40,NEVER MARRIED,MALE,,,LIBERAL,PRETTY HAPPY,EXCELLENT,YES,,ILLEGAL UNDER 18
2006,1082,WORKING PARTTIME,16,SEPARATED,MALE,,BUSH,SLGHTLY CONSERVATIVE,,EXCELLENT,,,
2006,1083,RETIRED,,WIDOWED,MALE,GORE,KERRY,SLGHTLY CONSERVATIVE,PRETTY HAPPY,,,SOMETIMES WRONG,ILLEGAL TO ALL
2006,1084,WORKING FULLTIME,29,NEVER MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,,GOOD,,,
2006,1085,SCHOOL,,NEVER MARRIED,FEMALE,,KERRY,LIBERAL,,FAIR,,,
2006,1086,WORKING PARTTIME,20,SEPARATED,MALE,,,CONSERVATIVE,,FAIR,,,
2006,1087,KEEPING HOUSE,,DIVORCED,MALE,,,SLIGHTLY LIBERAL,,EXCELLENT,,,
2006,1088,WORKING FULLTIME,40,MARRIED,FEMALE,GORE,BUSH,MODERATE,PRETTY HAPPY,,,SOMETIMES WRONG,ILLEGAL TO ALL
2006,1089,RETIRED,,MARRIED,MALE,BUSH,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,POOR,NO,,LEGAL
2006,1090,WORKING PARTTIME,1,MARRIED,FEMALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1091,WORKING FULLTIME,60,NEVER MARRIED,MALE,,BUSH,CONSERVATIVE,,EXCELLENT,,,
2006,1092,WORKING FULLTIME,80,MARRIED,MALE,,KERRY,SLIGHTLY LIBERAL,,EXCELLENT,,,
2006,1093,RETIRED,,MARRIED,MALE,GORE,KERRY,LIBERAL,VERY HAPPY,EXCELLENT,YES,ALWAYS WRONG,
2006,1094,WORKING FULLTIME,30,DIVORCED,FEMALE,BUSH,KERRY,MODERATE,VERY HAPPY,EXCELLENT,YES,NOT WRONG AT ALL,
2006,1095,RETIRED,,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,,,ALMST ALWAYS WRG,ILLEGAL TO ALL
2006,1096,RETIRED,,WIDOWED,FEMALE,GORE,KERRY,CONSERVATIVE,PRETTY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,1097,WORKING FULLTIME,50,DIVORCED,MALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,1098,WORKING FULLTIME,50,MARRIED,MALE,GORE,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1099,WORKING FULLTIME,35,NEVER MARRIED,MALE,,,MODERATE,PRETTY HAPPY,FAIR,YES,,ILLEGAL UNDER 18
2006,1100,WORKING FULLTIME,40,MARRIED,MALE,GORE,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,1101,KEEPING HOUSE,,WIDOWED,FEMALE,GORE,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,,,SOMETIMES WRONG,ILLEGAL TO ALL
2006,1102,WORKING PARTTIME,22,NEVER MARRIED,FEMALE,GORE,KERRY,SLIGHTLY LIBERAL,VERY HAPPY,EXCELLENT,YES,NOT WRONG AT ALL,
2006,1103,WORKING FULLTIME,40,MARRIED,MALE,,KERRY,MODERATE,,GOOD,,,
2006,1104,RETIRED,,WIDOWED,FEMALE,,KERRY,MODERATE,,EXCELLENT,,,
2006,1105,KEEPING HOUSE,,DIVORCED,FEMALE,,KERRY,LIBERAL,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1106,WORKING FULLTIME,40,MARRIED,FEMALE,GORE,KERRY,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1107,KEEPING HOUSE,,WIDOWED,FEMALE,GORE,KERRY,LIBERAL,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,1108,KEEPING HOUSE,,MARRIED,FEMALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,1109,TEMP NOT WORKING,,MARRIED,FEMALE,GORE,KERRY,MODERATE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1110,RETIRED,,MARRIED,FEMALE,,,SLIGHTLY LIBERAL,,EXCELLENT,,,
2006,1111,RETIRED,,MARRIED,FEMALE,,,MODERATE,VERY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,1112,WORKING FULLTIME,80,DIVORCED,FEMALE,,KERRY,EXTREMELY LIBERAL,,GOOD,,,
2006,1113,SCHOOL,,NEVER MARRIED,FEMALE,,BUSH,SLIGHTLY LIBERAL,,EXCELLENT,,,
2006,1114,WORKING FULLTIME,70,MARRIED,MALE,,KERRY,LIBERAL,,EXCELLENT,,,
2006,1115,OTHER,,DIVORCED,FEMALE,GORE,KERRY,LIBERAL,NOT TOO HAPPY,,,SOMETIMES WRONG,ILLEGAL TO ALL
2006,1116,KEEPING HOUSE,,MARRIED,FEMALE,GORE,KERRY,LIBERAL,PRETTY HAPPY,EXCELLENT,YES,,ILLEGAL UNDER 18
2006,1117,WORKING FULLTIME,75,MARRIED,MALE,,BUSH,EXTRMLY CONSERVATIVE,,GOOD,,,
2006,1118,RETIRED,,MARRIED,FEMALE,,BUSH,CONSERVATIVE,,GOOD,,,
2006,1119,SCHOOL,,NEVER MARRIED,MALE,,,SLGHTLY CONSERVATIVE,,EXCELLENT,,,
2006,1120,WORKING FULLTIME,40,MARRIED,MALE,GORE,KERRY,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,1121,RETIRED,,MARRIED,FEMALE,BUSH,BUSH,EXTRMLY CONSERVATIVE,VERY HAPPY,POOR,NO,,ILLEGAL TO ALL
2006,1122,WORKING PARTTIME,14,MARRIED,FEMALE,,BUSH,LIBERAL,,GOOD,,,
2006,1123,WORKING FULLTIME,40,NEVER MARRIED,MALE,NADER,NADER,EXTREMELY LIBERAL,VERY HAPPY,EXCELLENT,YES,NOT WRONG AT ALL,
2006,1124,WORKING PARTTIME,32,MARRIED,FEMALE,GORE,KERRY,MODERATE,PRETTY HAPPY,,,SOMETIMES WRONG,ILLEGAL TO ALL
2006,1125,WORKING FULLTIME,40,NEVER MARRIED,MALE,,,SLGHTLY CONSERVATIVE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1126,WORKING FULLTIME,45,MARRIED,MALE,,,MODERATE,,GOOD,,,
2006,1127,RETIRED,,DIVORCED,FEMALE,GORE,KERRY,MODERATE,VERY HAPPY,EXCELLENT,YES,NOT WRONG AT ALL,
2006,1128,KEEPING HOUSE,,MARRIED,FEMALE,,BUSH,CONSERVATIVE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1129,WORKING FULLTIME,40,MARRIED,FEMALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,1130,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,GORE,KERRY,MODERATE,VERY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,1131,WORKING FULLTIME,40,NEVER MARRIED,MALE,,,MODERATE,PRETTY HAPPY,GOOD,NO,SOMETIMES WRONG,
2006,1132,WORKING FULLTIME,40,NEVER MARRIED,MALE,,,SLGHTLY CONSERVATIVE,,FAIR,,,
2006,1133,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,YES,SOMETIMES WRONG,
2006,1134,WORKING FULLTIME,40,MARRIED,MALE,,DIDNT VOTE,MODERATE,,EXCELLENT,,,
2006,1135,KEEPING HOUSE,,MARRIED,MALE,BUSH,,CONSERVATIVE,VERY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,1136,OTHER,,NEVER MARRIED,MALE,,,SLGHTLY CONSERVATIVE,,GOOD,,,
2006,1137,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,,BUSH,SLIGHTLY LIBERAL,,EXCELLENT,,,
2006,1138,RETIRED,,WIDOWED,FEMALE,DIDNT VOTE,BUSH,MODERATE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL UNDER 18
2006,1139,WORKING FULLTIME,40,MARRIED,MALE,,,MODERATE,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,1140,KEEPING HOUSE,,MARRIED,MALE,,,SLGHTLY CONSERVATIVE,,EXCELLENT,,,
2006,1141,WORKING FULLTIME,40,MARRIED,MALE,,,SLGHTLY CONSERVATIVE,VERY HAPPY,EXCELLENT,NO,ALMST ALWAYS WRG,
2006,1142,WORKING FULLTIME,28,MARRIED,MALE,,,SLGHTLY CONSERVATIVE,,EXCELLENT,,,
2006,1143,TEMP NOT WORKING,,MARRIED,FEMALE,,BUSH,MODERATE,,GOOD,,,
2006,1144,RETIRED,,DIVORCED,MALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,EXCELLENT,YES,NOT WRONG AT ALL,
2006,1145,WORKING FULLTIME,45,MARRIED,MALE,GORE,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,EXCELLENT,YES,,ILLEGAL UNDER 18
2006,1146,WORKING PARTTIME,20,DIVORCED,MALE,,BUSH,CONSERVATIVE,,EXCELLENT,,,
2006,1147,WORKING FULLTIME,46,NEVER MARRIED,MALE,BUSH,BUSH,MODERATE,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL UNDER 18
2006,1148,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,GORE,KERRY,LIBERAL,VERY HAPPY,GOOD,YES,ALMST ALWAYS WRG,
2006,1149,RETIRED,,WIDOWED,FEMALE,,,EXTRMLY CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,1150,WORKING FULLTIME,55,MARRIED,FEMALE,,BUSH,CONSERVATIVE,VERY HAPPY,EXCELLENT,NO,ALWAYS WRONG,
2006,1151,WORKING FULLTIME,53,MARRIED,MALE,,BUSH,SLIGHTLY LIBERAL,,EXCELLENT,,,
2006,1152,WORKING FULLTIME,40,MARRIED,FEMALE,,KERRY,MODERATE,,GOOD,,,
2006,1153,SCHOOL,,NEVER MARRIED,MALE,,,MODERATE,,EXCELLENT,,,
2006,1154,WORKING FULLTIME,60,MARRIED,MALE,,BUSH,SLGHTLY CONSERVATIVE,,GOOD,,,
2006,1155,WORKING FULLTIME,40,MARRIED,MALE,,,CONSERVATIVE,,GOOD,,,
2006,1156,WORKING FULLTIME,40,MARRIED,FEMALE,GORE,KERRY,MODERATE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL UNDER 18
2006,1157,WORKING FULLTIME,40,MARRIED,FEMALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,EXCELLENT,NO,,ILLEGAL UNDER 18
2006,1158,KEEPING HOUSE,,MARRIED,FEMALE,,,MODERATE,VERY HAPPY,FAIR,NO,,ILLEGAL UNDER 18
2006,1159,WORKING FULLTIME,40,NEVER MARRIED,MALE,,,MODERATE,,GOOD,,,
2006,1160,KEEPING HOUSE,,MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,,GOOD,,,
2006,1161,WORKING PARTTIME,27,NEVER MARRIED,MALE,,BUSH,LIBERAL,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,1162,WORKING FULLTIME,40,MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,1163,WORKING FULLTIME,40,NEVER MARRIED,MALE,GORE,KERRY,MODERATE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,1164,WORKING FULLTIME,40,MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,VERY HAPPY,EXCELLENT,NO,,ILLEGAL TO ALL
2006,1165,KEEPING HOUSE,,MARRIED,FEMALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,GOOD,YES,ALWAYS WRONG,
2006,1166,TEMP NOT WORKING,,DIVORCED,FEMALE,GORE,KERRY,EXTREMELY LIBERAL,PRETTY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,1167,WORKING PARTTIME,20,DIVORCED,MALE,GORE,KERRY,MODERATE,PRETTY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,1168,WORKING FULLTIME,40,DIVORCED,FEMALE,GORE,KERRY,MODERATE,PRETTY HAPPY,GOOD,YES,,ILLEGAL TO ALL
2006,1169,KEEPING HOUSE,,DIVORCED,FEMALE,,,MODERATE,VERY HAPPY,,,SOMETIMES WRONG,ILLEGAL TO ALL
2006,1170,WORKING FULLTIME,32,MARRIED,FEMALE,GORE,KERRY,MODERATE,VERY HAPPY,GOOD,NO,SOMETIMES WRONG,
2006,1171,WORKING FULLTIME,40,MARRIED,MALE,BUSH,BUSH,MODERATE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1172,KEEPING HOUSE,,MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,EXCELLENT,NO,,ILLEGAL UNDER 18
2006,1173,OTHER,,MARRIED,MALE,,BUSH,CONSERVATIVE,,GOOD,,,
2006,1174,KEEPING HOUSE,,MARRIED,FEMALE,,,MODERATE,,GOOD,,,
2006,1175,WORKING FULLTIME,60,MARRIED,MALE,,,SLGHTLY CONSERVATIVE,VERY HAPPY,GOOD,NO,NOT WRONG AT ALL,
2006,1176,WORKING PARTTIME,20,MARRIED,FEMALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,EXCELLENT,YES,NOT WRONG AT ALL,
2006,1177,WORKING FULLTIME,50,MARRIED,MALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,1178,WORKING FULLTIME,50,MARRIED,MALE,,KERRY,SLIGHTLY LIBERAL,NOT TOO HAPPY,EXCELLENT,YES,NOT WRONG AT ALL,
2006,1179,WORKING FULLTIME,60,MARRIED,MALE,GORE,KERRY,MODERATE,VERY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,1180,WORKING FULLTIME,50,NEVER MARRIED,FEMALE,,,MODERATE,,EXCELLENT,,,
2006,1181,OTHER,,MARRIED,MALE,,,MODERATE,,GOOD,,,
2006,1182,TEMP NOT WORKING,,MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,1183,WORKING FULLTIME,40,NEVER MARRIED,MALE,,,LIBERAL,PRETTY HAPPY,FAIR,NO,,ILLEGAL UNDER 18
2006,1184,KEEPING HOUSE,,DIVORCED,MALE,GORE,KERRY,MODERATE,NOT TOO HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1185,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,EXCELLENT,NO,,ILLEGAL TO ALL
2006,1186,WORKING FULLTIME,55,NEVER MARRIED,MALE,,,MODERATE,PRETTY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,1187,WORKING FULLTIME,55,NEVER MARRIED,MALE,,NADER,EXTREMELY LIBERAL,PRETTY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,1188,WORKING PARTTIME,15,NEVER MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,YES,ALWAYS WRONG,
2006,1189,WORKING FULLTIME,55,DIVORCED,FEMALE,BUSH,,MODERATE,VERY HAPPY,GOOD,YES,,ILLEGAL TO ALL
2006,1190,WORKING FULLTIME,40,MARRIED,MALE,,,LIBERAL,,FAIR,,,
2006,1191,WORKING PARTTIME,40,MARRIED,FEMALE,GORE,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,1192,"UNEMPL, LAID OFF",,SEPARATED,FEMALE,,,MODERATE,,FAIR,,,
2006,1193,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,,KERRY,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1194,WORKING FULLTIME,65,NEVER MARRIED,MALE,,,LIBERAL,,GOOD,,,
2006,1195,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,,BUSH,MODERATE,,GOOD,,,
2006,1196,"UNEMPL, LAID OFF",,NEVER MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1197,WORKING FULLTIME,43,MARRIED,MALE,,BUSH,CONSERVATIVE,,GOOD,,,
2006,1198,RETIRED,,NEVER MARRIED,MALE,,,MODERATE,PRETTY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,1199,WORKING FULLTIME,40,DIVORCED,FEMALE,GORE,KERRY,EXTREMELY LIBERAL,PRETTY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,1200,SCHOOL,,DIVORCED,FEMALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,1201,WORKING FULLTIME,45,MARRIED,FEMALE,BUSH,BUSH,EXTRMLY CONSERVATIVE,VERY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,1202,WORKING FULLTIME,40,MARRIED,MALE,,,MODERATE,VERY HAPPY,,,ALMST ALWAYS WRG,ILLEGAL TO ALL
2006,1203,KEEPING HOUSE,,MARRIED,MALE,,BUSH,SLGHTLY CONSERVATIVE,,GOOD,,,
2006,1204,SCHOOL,,MARRIED,FEMALE,,,MODERATE,,EXCELLENT,,,
2006,1205,KEEPING HOUSE,,MARRIED,FEMALE,,BUSH,MODERATE,,EXCELLENT,,,
2006,1206,WORKING FULLTIME,16,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,1207,WORKING FULLTIME,40,MARRIED,MALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,FAIR,YES,,ILLEGAL UNDER 18
2006,1208,WORKING PARTTIME,25,MARRIED,FEMALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,EXCELLENT,NO,ALMST ALWAYS WRG,
2006,1209,RETIRED,,MARRIED,MALE,,BUSH,CONSERVATIVE,,EXCELLENT,,,
2006,1210,RETIRED,,WIDOWED,FEMALE,GORE,,CONSERVATIVE,NOT TOO HAPPY,FAIR,YES,,ILLEGAL TO ALL
2006,1211,"UNEMPL, LAID OFF",,DIVORCED,FEMALE,,BUSH,LIBERAL,PRETTY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,1212,WORKING FULLTIME,48,DIVORCED,FEMALE,GORE,KERRY,LIBERAL,PRETTY HAPPY,EXCELLENT,YES,NOT WRONG AT ALL,
2006,1213,RETIRED,,MARRIED,MALE,,BUSH,SLGHTLY CONSERVATIVE,,EXCELLENT,,,
2006,1214,RETIRED,,MARRIED,FEMALE,,BUSH,SLIGHTLY LIBERAL,,GOOD,,,
2006,1215,WORKING FULLTIME,52,NEVER MARRIED,MALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,1216,WORKING FULLTIME,35,NEVER MARRIED,FEMALE,,,CONSERVATIVE,NOT TOO HAPPY,FAIR,NO,,ILLEGAL TO ALL
2006,1217,RETIRED,,MARRIED,FEMALE,GORE,KERRY,MODERATE,VERY HAPPY,,,SOMETIMES WRONG,ILLEGAL TO ALL
2006,1218,WORKING FULLTIME,60,DIVORCED,FEMALE,,KERRY,MODERATE,,EXCELLENT,,,
2006,1219,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,POOR,NO,SOMETIMES WRONG,
2006,1220,WORKING FULLTIME,42,MARRIED,FEMALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
